pub_time(ms) sub_time(ms) delay(ms) utmX(m) utmY(m) heading(rad) velocity(m/s) cellid(db) sinr(db) rsrp(db)
1721640574393 1721640574427 34 328951.580000 3463472.660000 2.871939 7.660000 5C4225714 5 -74 
1721640574497 1721640574520 23 328950.760000 3463472.850000 2.892665 7.680000 5C4225714 5 -74 
1721640574603 1721640574626 23 328950.010000 3463473.010000 2.892665 7.680000 5C4225714 5 -74 
1721640574707 1721640574731 24 328949.250000 3463473.170000 2.913391 7.700000 5C4225714 5 -74 
1721640574812 1721640574836 24 328948.400000 3463473.320000 2.913391 7.720000 5C4225714 5 -74 
1721640574917 1721640574940 23 328947.720000 3463473.460000 2.932153 7.720000 5C4225714 5 -74 
1721640575022 1721640575045 23 328946.880000 3463473.590000 2.932153 7.760000 5C4225714 5 -74 
1721640575127 1721640575157 30 328946.110000 3463473.720000 2.957024 7.780000 5C4225714 5 -74 
1721640575236 1721640575259 23 328945.250000 3463473.840000 2.957024 7.800000 5C4225714 5 -74 
1721640575340 1721640575367 27 328944.400000 3463473.950000 2.983859 7.800000 5C4225714 5 -74 
1721640575448 1721640575468 20 328943.850000 3463474.020000 2.983859 7.820000 5C4225714 5 -74 
1721640575553 1721640575569 16 328942.990000 3463474.130000 2.995858 7.860000 5C4225714 5 -74 
1721640575657 1721640575675 18 328941.740000 3463474.300000 2.999566 7.900000 5C4225714 5 -74 
1721640575762 1721640575783 21 328941.340000 3463474.350000 2.999566 7.900000 5C4225714 5 -74 
1721640575867 1721640575885 18 328940.080000 3463474.500000 3.013747 7.900000 5C4225714 5 -74 
1721640575972 1721640575991 19 328939.280000 3463474.580000 3.013747 7.940000 5C4225714 5 -74 
1721640576077 1721640576093 16 328938.660000 3463474.660000 3.013747 7.940000 5C4225714 5 -74 
1721640576182 1721640576205 23 328937.770000 3463474.740000 3.022474 7.980000 5C4225714 5 -74 
1721640576290 1721640576306 16 328936.900000 3463474.820000 3.042545 8.020000 5C4225714 5 -74 
1721640576395 1721640576412 17 328936.010000 3463474.900000 3.042545 8.000000 5C4225714 5 -74 
1721640576500 1721640576518 18 328935.290000 3463474.960000 3.044945 8.020000 5C4225714 5 -74 
1721640576605 1721640576624 19 328934.730000 3463475.000000 3.044945 8.020000 5C4225714 5 -74 
1721640576710 1721640576730 20 328933.680000 3463475.060000 3.066325 8.060000 5C4225714 5 -74 
1721640576814 1721640576832 18 328932.870000 3463475.110000 3.066325 8.060000 5C4225714 5 -74 
1721640576919 1721640576944 25 328931.570000 3463475.150000 3.086615 8.080000 5C4225714 5 -74 
1721640577024 1721640577041 17 328930.690000 3463475.160000 3.086615 8.060000 5C4225714 5 -74 
1721640577128 1721640577148 20 328930.280000 3463475.170000 3.088142 8.060000 5C4225714 5 -74 
1721640577233 1721640577256 23 328929.310000 3463475.190000 3.088142 8.080000 5C4225714 5 -74 
1721640577337 1721640577354 17 328929.060000 3463475.180000 3.088142 8.080000 5C4225714 5 -74 
1721640577442 1721640577460 18 328927.520000 3463475.170000 3.125230 8.140000 5C4225714 5 -74 
1721640577547 1721640577573 26 328926.710000 3463475.150000 -3.138975 8.100000 5C4225714 5 -74 
1721640577652 1721640577675 23 328925.890000 3463475.120000 -3.138975 8.060000 5C4225714 5 -74 
1721640577757 1721640577776 19 328925.080000 3463475.080000 -3.118467 8.080000 5C4225714 5 -74 
1721640577861 1721640577878 17 328924.100000 3463475.020000 -3.118467 8.120000 5C4225714 5 -74 
1721640577966 1721640577984 18 328923.530000 3463474.980000 -3.101886 8.100000 5C4225714 5 -74 
1721640578071 1721640578091 20 328922.650000 3463474.910000 -3.101886 8.100000 5C4225714 5 -74 
1721640578175 1721640578196 21 328922.000000 3463474.850000 -3.069816 8.100000 5C4225714 5 -74 
1721640578281 1721640578301 20 328920.860000 3463474.730000 -3.069816 8.140000 5C4225714 5 -74 
1721640578385 1721640578402 17 328920.050000 3463474.640000 -3.048654 8.120000 5C4225714 5 -74 
