pub_time(ms) sub_time(ms) delay(ms) utmX(m) utmY(m) heading(rad) velocity(m/s)
1712890526768 1712890526792 24 328834.230000 3463408.080000 -2.263692 6.080000
1712890526819 1712890526842 23 328834.010000 3463407.850000 -2.263692 6.080000
1712890526869 1712890526893 24 328833.800000 3463407.630000 -2.263692 6.140000
1712890526919 1712890526942 23 328833.590000 3463407.400000 -2.263692 6.160000
1712890526969 1712890526994 25 328833.380000 3463407.180000 -2.280273 6.200000
1712890527019 1712890527043 24 328833.150000 3463406.950000 -2.280273 6.240000
1712890527069 1712890527093 24 328832.890000 3463406.680000 -2.280273 6.260000
1712890527119 1712890527143 24 328832.720000 3463406.490000 -2.280273 6.280000
1712890527170 1712890527200 30 328832.540000 3463406.310000 -2.296417 6.320000
1712890527220 1712890527243 23 328832.230000 3463405.980000 -2.296417 6.340000
1712890527270 1712890527301 31 328831.960000 3463405.710000 -2.296417 6.340000
1712890527320 1712890527348 28 328831.840000 3463405.570000 -2.296417 6.360000
1712890527370 1712890527394 24 328831.560000 3463405.290000 -2.305362 6.380000
1712890527420 1712890527440 20 328831.420000 3463405.150000 -2.305362 6.420000
1712890527470 1712890527493 23 328831.200000 3463404.920000 -2.305362 6.420000
1712890527521 1712890527539 18 328830.930000 3463404.640000 -2.305362 6.420000
1712890527571 1712890527595 24 328830.650000 3463404.370000 -2.311907 6.420000
1712890527621 1712890527645 24 328830.560000 3463404.280000 -2.311907 6.440000
1712890527671 1712890527695 24 328830.250000 3463403.950000 -2.311907 6.440000
1712890527721 1712890527744 23 328829.980000 3463403.670000 -2.311907 6.440000
1712890527771 1712890527795 24 328829.700000 3463403.390000 -2.318670 6.460000
1712890527821 1712890527844 23 328829.610000 3463403.300000 -2.318670 6.460000
1712890527872 1712890527895 23 328829.290000 3463402.970000 -2.318670 6.460000
1712890527922 1712890527945 23 328829.010000 3463402.700000 -2.326524 6.500000
1712890527972 1712890527996 24 328828.730000 3463402.410000 -2.326524 6.520000
1712890528022 1712890528045 23 328828.510000 3463402.180000 -2.326524 6.520000
1712890528072 1712890528095 23 328828.270000 3463401.950000 -2.326524 6.520000
1712890528122 1712890528145 23 328828.140000 3463401.810000 -2.326524 6.520000
1712890528172 1712890528195 23 328827.900000 3463401.580000 -2.325651 6.520000
1712890528223 1712890528246 23 328827.660000 3463401.340000 -2.325651 6.520000
1712890528273 1712890528296 23 328827.430000 3463401.110000 -2.325651 6.540000
1712890528323 1712890528347 24 328827.150000 3463400.830000 -2.334596 6.540000
1712890528373 1712890528405 32 328826.970000 3463400.640000 -2.334596 6.540000
1712890528423 1712890528439 16 328826.640000 3463400.330000 -2.334596 6.540000
1712890528473 1712890528496 23 328826.400000 3463400.090000 -2.334596 6.540000
1712890528524 1712890528546 22 328826.220000 3463399.900000 -2.336560 6.540000
1712890528574 1712890528594 20 328825.980000 3463399.670000 -2.336560 6.540000
1712890528624 1712890528648 24 328825.700000 3463399.400000 -2.336560 6.540000
1712890528674 1712890528694 20 328825.470000 3463399.160000 -2.336560 6.540000
1712890528724 1712890528743 19 328825.230000 3463398.930000 -2.342450 6.540000
1712890528774 1712890528790 16 328825.050000 3463398.750000 -2.342450 6.540000
1712890528824 1712890528843 19 328824.820000 3463398.520000 -2.342450 6.540000
1712890528875 1712890528893 18 328824.630000 3463398.330000 -2.342450 6.540000
1712890528925 1712890528948 23 328824.350000 3463398.050000 -2.339832 6.540000
1712890528975 1712890528999 24 328824.070000 3463397.760000 -2.339832 6.540000
1712890529025 1712890529048 23 328823.890000 3463397.580000 -2.339832 6.540000
1712890529075 1712890529099 24 328823.660000 3463397.350000 -2.339832 6.520000
1712890529125 1712890529148 23 328823.340000 3463397.020000 -2.340487 6.520000
1712890529175 1712890529199 24 328823.240000 3463396.940000 -2.340487 6.520000
1712890529226 1712890529242 16 328822.870000 3463396.560000 -2.340487 6.520000
1712890529276 1712890529299 23 328822.830000 3463396.510000 -2.340487 6.520000
1712890529326 1712890529351 25 328822.550000 3463396.240000 -2.340487 6.520000
1712890529376 1712890529408 32 328822.460000 3463396.140000 -2.340923 6.520000
1712890529426 1712890529453 27 328822.000000 3463395.680000 -2.340923 6.520000
1712890529476 1712890529508 32 328821.910000 3463395.580000 -2.340923 6.520000
1712890529526 1712890529554 28 328821.630000 3463395.300000 -2.340923 6.520000
1712890529576 1712890529601 25 328821.310000 3463394.970000 -2.336996 6.520000
1712890529627 1712890529650 23 328821.040000 3463394.700000 -2.336996 6.520000
1712890529677 1712890529700 23 328820.820000 3463394.460000 -2.336996 6.520000
1712890529727 1712890529751 24 328820.550000 3463394.170000 -2.333069 6.520000
1712890529777 1712890529801 24 328820.360000 3463393.990000 -2.333069 6.500000
1712890529827 1712890529857 30 328820.130000 3463393.760000 -2.333069 6.500000
1712890529877 1712890529904 27 328819.910000 3463393.520000 -2.333069 6.500000
1712890529927 1712890529951 24 328819.770000 3463393.380000 -2.327615 6.500000
1712890529978 1712890530001 23 328819.500000 3463393.090000 -2.327615 6.500000
1712890530028 1712890530049 21 328819.240000 3463392.810000 -2.327615 6.500000
1712890530078 1712890530102 24 328819.020000 3463392.570000 -2.327615 6.500000
1712890530128 1712890530146 18 328818.790000 3463392.330000 -2.321288 6.500000
1712890530178 1712890530201 23 328818.530000 3463392.040000 -2.321288 6.500000
1712890530228 1712890530251 23 328818.360000 3463391.850000 -2.321288 6.480000
1712890530278 1712890530301 23 328818.100000 3463391.560000 -2.321288 6.460000
1712890530329 1712890530352 23 328818.010000 3463391.470000 -2.312998 6.460000
1712890530379 1712890530402 23 328817.700000 3463391.130000 -2.312998 6.460000
1712890530429 1712890530453 24 328817.480000 3463390.890000 -2.312998 6.460000
1712890530479 1712890530503 24 328817.180000 3463390.540000 -2.312998 6.460000
1712890530529 1712890530553 24 328816.970000 3463390.300000 -2.298599 6.460000
1712890530579 1712890530603 24 328816.880000 3463390.200000 -2.298599 6.460000
1712890530629 1712890530653 24 328816.630000 3463389.900000 -2.298599 6.460000
1712890530680 1712890530704 24 328816.380000 3463389.610000 -2.298599 6.460000
1712890530730 1712890530754 24 328816.160000 3463389.360000 -2.285509 6.460000
1712890530780 1712890530805 25 328816.040000 3463389.210000 -2.285509 6.460000
1712890530830 1712890530854 24 328815.870000 3463389.020000 -2.285509 6.460000
1712890530880 1712890530904 24 328815.500000 3463388.570000 -2.285509 6.460000
1712890530930 1712890530954 24 328815.280000 3463388.320000 -2.277218 6.460000
1712890530980 1712890531004 24 328815.120000 3463388.120000 -2.277218 6.460000
1712890531031 1712890531053 22 328814.870000 3463387.820000 -2.277218 6.460000
1712890531081 1712890531104 23 328814.620000 3463387.520000 -2.277218 6.460000
1712890531131 1712890531155 24 328814.420000 3463387.270000 -2.266092 6.460000
1712890531181 1712890531204 23 328814.210000 3463387.010000 -2.266092 6.480000
1712890531231 1712890531255 24 328814.090000 3463386.870000 -2.266092 6.480000
1712890531281 1712890531312 31 328813.920000 3463386.660000 -2.266092 6.480000
1712890531332 1712890531350 18 328813.680000 3463386.360000 -2.256056 6.460000
1712890531382 1712890531405 23 328813.680000 3463386.360000 -2.256056 6.460000
1712890531432 1712890531455 23 328813.440000 3463386.060000 -2.256056 6.460000
1712890531482 1712890531514 32 328813.230000 3463385.800000 -2.256056 6.460000
1712890531532 1712890531553 21 328813.080000 3463385.600000 -2.256056 6.460000
1712890531582 1712890531606 24 328812.820000 3463385.300000 -2.242966 6.460000
1712890531633 1712890531655 22 328812.590000 3463384.990000 -2.242966 6.460000
1712890531683 1712890531706 23 328812.390000 3463384.740000 -2.242966 6.460000
1712890531733 1712890531756 23 328812.180000 3463384.490000 -2.234021 6.460000
1712890531783 1712890531806 23 328812.140000 3463384.430000 -2.234021 6.460000
1712890531833 1712890531857 24 328811.860000 3463384.080000 -2.234021 6.460000
1712890531883 1712890531907 24 328811.700000 3463383.870000 -2.234021 6.460000
1712890531934 1712890531958 24 328811.460000 3463383.570000 -2.234021 6.460000
1712890531984 1712890532009 25 328811.220000 3463383.260000 -2.236421 6.460000
1712890532034 1712890532057 23 328811.020000 3463383.000000 -2.236421 6.460000
1712890532084 1712890532107 23 328810.790000 3463382.690000 -2.236421 6.460000
1712890532134 1712890532165 31 328810.710000 3463382.590000 -2.236421 6.460000
1712890532185 1712890532203 18 328810.350000 3463382.130000 -2.227040 6.460000
1712890532235 1712890532258 23 328810.160000 3463381.870000 -2.227040 6.460000
1712890532285 1712890532308 23 328809.960000 3463381.610000 -2.227040 6.460000
1712890532335 1712890532352 17 328809.920000 3463381.560000 -2.227040 6.460000
1712890532385 1712890532409 24 328809.730000 3463381.300000 -2.214386 6.460000
1712890532435 1712890532458 23 328809.460000 3463380.940000 -2.214386 6.480000
1712890532485 1712890532503 18 328809.300000 3463380.720000 -2.214386 6.480000
1712890532536 1712890532555 19 328809.150000 3463380.510000 -2.214386 6.480000
1712890532586 1712890532604 18 328808.870000 3463380.150000 -2.204787 6.480000
1712890532636 1712890532658 22 328808.610000 3463379.780000 -2.204787 6.480000
1712890532686 1712890532710 24 328808.420000 3463379.510000 -2.204787 6.480000
1712890532736 1712890532759 23 328808.230000 3463379.250000 -2.195406 6.480000
1712890532786 1712890532808 22 328808.040000 3463378.980000 -2.195406 6.480000
1712890532836 1712890532859 23 328807.820000 3463378.660000 -2.195406 6.480000
1712890532887 1712890532917 30 328807.640000 3463378.390000 -2.195406 6.480000
1712890532937 1712890532955 18 328807.450000 3463378.130000 -2.185807 6.480000
1712890532987 1712890533011 24 328807.370000 3463378.020000 -2.185807 6.480000
1712890533037 1712890533067 30 328807.150000 3463377.690000 -2.185807 6.500000
1712890533087 1712890533105 18 328806.930000 3463377.380000 -2.185807 6.520000
1712890533137 1712890533153 16 328806.750000 3463377.100000 -2.172062 6.520000
1712890533187 1712890533207 20 328806.560000 3463376.830000 -2.172062 6.500000
1712890533237 1712890533263 26 328806.380000 3463376.550000 -2.172062 6.500000
1712890533288 1712890533311 23 328806.240000 3463376.330000 -2.172062 6.500000
1712890533338 1712890533362 24 328806.050000 3463376.070000 -2.159409 6.520000
1712890533388 1712890533412 24 328805.800000 3463375.670000 -2.159409 6.520000
1712890533438 1712890533468 30 328805.620000 3463375.400000 -2.159409 6.520000
1712890533488 1712890533505 17 328805.560000 3463375.290000 -2.159409 6.520000
1712890533538 1712890533562 24 328805.380000 3463375.020000 -2.159409 6.520000
1712890533588 1712890533611 23 328805.200000 3463374.740000 -2.148718 6.520000
1712890533639 1712890533661 22 328804.950000 3463374.360000 -2.148718 6.540000
1712890533689 1712890533705 16 328804.810000 3463374.130000 -2.148718 6.540000
1712890533739 1712890533762 23 328804.750000 3463374.020000 -2.148718 6.540000
1712890533789 1712890533820 31 328804.430000 3463373.520000 -2.139774 6.540000
1712890533839 1712890533858 19 328804.260000 3463373.240000 -2.139774 6.540000
1712890533889 1712890533912 23 328804.050000 3463372.910000 -2.139774 6.540000
1712890533939 1712890533970 31 328803.880000 3463372.620000 -2.127338 6.540000
1712890533990 1712890534012 22 328803.670000 3463372.280000 -2.127338 6.540000
1712890534040 1712890534064 24 328803.490000 3463372.010000 -2.127338 6.540000
1712890534090 1712890534120 30 328803.330000 3463371.720000 -2.127338 6.540000
1712890534140 1712890534164 24 328803.300000 3463371.670000 -2.127338 6.540000
1712890534190 1712890534220 30 328803.050000 3463371.270000 -2.117739 6.540000
1712890534240 1712890534258 18 328802.890000 3463370.990000 -2.117739 6.540000
1712890534290 1712890534315 25 328802.680000 3463370.650000 -2.117739 6.540000
1712890534340 1712890534364 24 328802.510000 3463370.360000 -2.108794 6.560000
1712890534391 1712890534408 17 328802.350000 3463370.080000 -2.108794 6.560000
1712890534441 1712890534465 24 328802.180000 3463369.790000 -2.108794 6.560000
1712890534491 1712890534514 23 328801.990000 3463369.450000 -2.108794 6.560000
1712890534541 1712890534565 24 328801.820000 3463369.160000 -2.094613 6.560000
1712890534591 1712890534614 23 328801.710000 3463368.990000 -2.094613 6.580000
1712890534641 1712890534666 25 328801.460000 3463368.540000 -2.094613 6.600000
1712890534691 1712890534714 23 328801.290000 3463368.240000 -2.094613 6.600000
1712890534742 1712890534758 16 328801.130000 3463367.960000 -2.096577 6.600000
1712890534792 1712890534809 17 328801.010000 3463367.730000 -2.096577 6.600000
1712890534842 1712890534859 17 328800.910000 3463367.550000 -2.096577 6.600000
1712890534892 1712890534908 16 328800.720000 3463367.200000 -2.096577 6.600000
1712890534942 1712890534966 24 328800.530000 3463366.850000 -2.075196 6.600000
1712890534992 1712890535015 23 328800.370000 3463366.550000 -2.075196 6.600000
1712890535042 1712890535065 23 328800.220000 3463366.260000 -2.075196 6.600000
1712890535092 1712890535123 31 328800.060000 3463365.970000 -2.075196 6.600000
1712890535143 1712890535160 17 328799.940000 3463365.740000 -2.060798 6.600000
1712890535193 1712890535210 17 328799.730000 3463365.320000 -2.060798 6.600000
1712890535243 1712890535267 24 328799.570000 3463365.020000 -2.060798 6.600000
1712890535293 1712890535317 24 328799.450000 3463364.780000 -2.060798 6.620000
1712890535343 1712890535363 20 328799.250000 3463364.370000 -2.046399 6.620000
1712890535393 1712890535418 25 328799.220000 3463364.310000 -2.046399 6.600000
1712890535444 1712890535468 24 328798.960000 3463363.770000 -2.046399 6.600000
1712890535494 1712890535518 24 328798.870000 3463363.590000 -2.046399 6.600000
1712890535544 1712890535568 24 328798.760000 3463363.350000 -2.032000 6.620000
1712890535594 1712890535623 29 328798.640000 3463363.110000 -2.032000 6.640000
1712890535644 1712890535660 16 328798.450000 3463362.690000 -2.032000 6.620000
1712890535694 1712890535718 24 328798.280000 3463362.330000 -2.032000 6.620000
1712890535745 1712890535768 23 328798.110000 3463361.960000 -2.010183 6.620000
1712890535795 1712890535823 28 328797.970000 3463361.660000 -2.010183 6.620000
1712890535845 1712890535862 17 328797.840000 3463361.360000 -2.010183 6.640000
1712890535895 1712890535915 20 328797.710000 3463361.050000 -2.000802 6.640000
1712890535945 1712890535965 20 328797.650000 3463360.930000 -2.000802 6.640000
1712890535995 1712890536026 31 328797.490000 3463360.560000 -2.000802 6.640000
1712890536045 1712890536063 18 328797.330000 3463360.200000 -2.000802 6.640000
1712890536096 1712890536118 22 328797.230000 3463359.950000 -2.000802 6.640000
1712890536146 1712890536174 28 328797.070000 3463359.580000 -1.981167 6.640000
1712890536196 1712890536220 24 328796.970000 3463359.330000 -1.981167 6.660000
1712890536246 1712890536270 24 328796.800000 3463358.900000 -1.981167 6.660000
1712890536296 1712890536320 24 328796.720000 3463358.710000 -1.981167 6.660000
1712890536346 1712890536377 31 328796.550000 3463358.280000 -1.964150 6.660000
1712890536396 1712890536423 27 328796.450000 3463358.030000 -1.964150 6.660000
1712890536447 1712890536470 23 328796.280000 3463357.600000 -1.964150 6.660000
1712890536497 1712890536519 22 328796.160000 3463357.290000 -1.951278 6.660000
1712890536547 1712890536571 24 328796.160000 3463357.290000 -1.951278 6.660000
1712890536597 1712890536620 23 328795.960000 3463356.790000 -1.951278 6.660000
1712890536647 1712890536669 22 328795.850000 3463356.480000 -1.951278 6.660000
1712890536697 1712890536729 32 328795.710000 3463356.100000 -1.930552 6.660000
1712890536747 1712890536767 20 328795.590000 3463355.780000 -1.930552 6.660000
1712890536797 1712890536829 32 328795.480000 3463355.470000 -1.930552 6.660000
1712890536848 1712890536867 19 328795.370000 3463355.150000 -1.930552 6.660000
1712890536898 1712890536921 23 328795.240000 3463354.780000 -1.919644 6.660000
1712890536948 1712890536972 24 328795.130000 3463354.460000 -1.919644 6.660000
1712890536998 1712890537022 24 328795.030000 3463354.140000 -1.919644 6.660000
1712890537048 1712890537070 22 328795.030000 3463354.140000 -1.919644 6.660000
1712890537098 1712890537116 18 328794.920000 3463353.820000 -1.919644 6.660000
1712890537149 1712890537167 18 328794.800000 3463353.440000 -1.898482 6.680000
1712890537199 1712890537223 24 328794.760000 3463353.310000 -1.898482 6.680000
1712890537249 1712890537266 17 328794.700000 3463353.120000 -1.898482 6.680000
1712890537299 1712890537316 17 328794.540000 3463352.610000 -1.898482 6.680000
1712890537349 1712890537369 20 328794.470000 3463352.350000 -1.898482 6.680000
1712890537399 1712890537422 23 328794.330000 3463351.910000 -1.879938 6.680000
1712890537450 1712890537472 22 328794.240000 3463351.580000 -1.879938 6.680000
1712890537500 1712890537523 23 328794.150000 3463351.260000 -1.879938 6.680000
1712890537550 1712890537574 24 328794.080000 3463351.010000 -1.867066 6.680000
1712890537600 1712890537624 24 328793.960000 3463350.550000 -1.867066 6.680000
1712890537650 1712890537673 23 328793.870000 3463350.230000 -1.867066 6.680000
1712890537700 1712890537724 24 328793.820000 3463350.030000 -1.867066 6.680000
1712890537751 1712890537773 22 328793.740000 3463349.710000 -1.839795 6.680000
1712890537801 1712890537825 24 328793.660000 3463349.380000 -1.839795 6.680000
1712890537851 1712890537876 25 328793.570000 3463349.000000 -1.839795 6.680000
1712890537901 1712890537927 26 328793.500000 3463348.660000 -1.839795 6.680000
1712890537951 1712890537976 25 328793.420000 3463348.340000 -1.819288 6.680000
1712890538001 1712890538026 25 328793.330000 3463347.950000 -1.819288 6.700000
1712890538051 1712890538075 24 328793.260000 3463347.610000 -1.819288 6.700000
1712890538102 1712890538125 23 328793.210000 3463347.360000 -1.819288 6.700000
1712890538152 1712890538181 29 328793.130000 3463346.960000 -1.804234 6.700000
1712890538202 1712890538219 17 328793.050000 3463346.560000 -1.804234 6.680000
1712890538252 1712890538270 18 328793.010000 3463346.300000 -1.804234 6.680000
1712890538302 1712890538320 18 328792.940000 3463345.910000 -1.804234 6.660000
1712890538352 1712890538375 23 328792.900000 3463345.710000 -1.755583 6.660000
1712890538402 1712890538425 23 328792.840000 3463345.390000 -1.755583 6.620000
1712890538453 1712890538477 24 328792.790000 3463345.060000 -1.755583 6.600000
1712890538503 1712890538525 22 328792.730000 3463344.670000 -1.755583 6.600000
1712890538553 1712890538576 23 328792.670000 3463344.340000 -1.745329 6.560000
1712890538603 1712890538627 24 328792.630000 3463344.010000 -1.745329 6.560000
1712890538653 1712890538677 24 328792.590000 3463343.690000 -1.745329 6.540000
1712890538703 1712890538726 23 328792.530000 3463343.300000 -1.745329 6.540000
1712890538754 1712890538783 29 328792.500000 3463343.040000 -1.743148 6.520000
1712890538804 1712890538823 19 328792.450000 3463342.650000 -1.743148 6.500000
1712890538854 1712890538885 31 328792.410000 3463342.330000 -1.743148 6.460000
1712890538904 1712890538927 23 328792.380000 3463342.010000 -1.743148 6.460000
1712890538954 1712890538971 17 328792.330000 3463341.620000 -1.716749 6.460000
1712890539004 1712890539024 20 328792.300000 3463341.300000 -1.716749 6.440000
1712890539054 1712890539072 18 328792.290000 3463341.100000 -1.716749 6.420000
1712890539105 1712890539123 18 328792.250000 3463340.790000 -1.716749 6.400000
1712890539155 1712890539173 18 328792.230000 3463340.470000 -1.687079 6.380000
1712890539205 1712890539230 25 328792.180000 3463340.080000 -1.687079 6.380000
1712890539255 1712890539293 38 328792.160000 3463339.760000 -1.687079 6.380000
1712890539305 1712890539322 17 328792.140000 3463339.450000 -1.687079 6.340000
1712890539355 1712890539380 25 328792.120000 3463339.200000 -1.668971 6.340000
1712890539405 1712890539430 25 328792.090000 3463338.740000 -1.668971 6.340000
1712890539456 1712890539476 20 328792.060000 3463338.360000 -1.668971 6.340000
1712890539506 1712890539525 19 328792.050000 3463338.050000 -1.648900 6.320000
1712890539556 1712890539575 19 328792.010000 3463337.730000 -1.648900 6.320000
1712890539606 1712890539629 23 328792.000000 3463337.420000 -1.648900 6.280000
1712890539656 1712890539686 30 328792.000000 3463337.360000 -1.648900 6.280000
1712890539706 1712890539728 22 328791.970000 3463336.910000 -1.648900 6.260000
1712890539756 1712890539780 24 328791.960000 3463336.670000 -1.627301 6.260000
1712890539807 1712890539830 23 328791.930000 3463336.230000 -1.627301 6.260000
1712890539857 1712890539881 24 328791.920000 3463335.920000 -1.627301 6.260000
1712890539907 1712890539930 23 328791.900000 3463335.610000 -1.627301 6.260000
1712890539957 1712890539988 31 328791.890000 3463335.220000 -1.622938 6.260000
1712890540007 1712890540026 19 328791.870000 3463334.970000 -1.622938 6.260000
1712890540057 1712890540088 31 328791.860000 3463334.600000 -1.622938 6.240000
1712890540108 1712890540127 19 328791.860000 3463334.600000 -1.622938 6.240000
1712890540158 1712890540182 24 328791.820000 3463333.910000 -1.610721 6.240000
1712890540208 1712890540232 24 328791.800000 3463333.590000 -1.610721 6.240000
1712890540258 1712890540281 23 328791.800000 3463333.280000 -1.610721 6.240000
1712890540308 1712890540339 31 328791.780000 3463333.090000 -1.610721 6.240000
1712890540358 1712890540379 21 328791.780000 3463332.780000 -1.605703 6.240000
1712890540408 1712890540432 24 328791.770000 3463332.470000 -1.605703 6.240000
1712890540459 1712890540482 23 328791.760000 3463332.160000 -1.605703 6.240000
1712890540509 1712890540533 24 328791.750000 3463331.840000 -1.605703 6.240000
1712890540559 1712890540582 23 328791.730000 3463331.460000 -1.597849 6.240000
1712890540609 1712890540633 24 328791.720000 3463331.150000 -1.597849 6.240000
1712890540659 1712890540689 30 328791.720000 3463330.770000 -1.597849 6.240000
1712890540709 1712890540733 24 328791.710000 3463330.530000 -1.591958 6.220000
1712890540759 1712890540783 24 328791.700000 3463330.150000 -1.591958 6.220000
1712890540810 1712890540833 23 328791.700000 3463330.030000 -1.591958 6.220000
1712890540860 1712890540884 24 328791.690000 3463329.650000 -1.591958 6.220000
1712890540910 1712890540933 23 328791.680000 3463329.280000 -1.582577 6.200000
1712890540960 1712890540984 24 328791.680000 3463328.970000 -1.582577 6.180000
1712890541010 1712890541034 24 328791.680000 3463328.720000 -1.582577 6.180000
1712890541060 1712890541084 24 328791.670000 3463328.290000 -1.582577 6.180000
1712890541110 1712890541134 24 328791.660000 3463327.980000 -1.581705 6.180000
1712890541161 1712890541183 22 328791.660000 3463327.670000 -1.581705 6.180000
1712890541211 1712890541234 23 328791.650000 3463327.290000 -1.581705 6.180000
1712890541261 1712890541285 24 328791.650000 3463326.980000 -1.581705 6.180000
1712890541311 1712890541335 24 328791.640000 3463326.740000 -1.578868 6.160000
1712890541361 1712890541385 24 328791.640000 3463326.500000 -1.578868 6.160000
1712890541411 1712890541435 24 328791.630000 3463326.190000 -1.578868 6.160000
1712890541461 1712890541483 22 328791.640000 3463325.810000 -1.578868 6.160000
1712890541512 1712890541544 32 328791.630000 3463325.560000 -1.569487 6.160000
1712890541562 1712890541582 20 328791.630000 3463325.200000 -1.569487 6.160000
1712890541612 1712890541643 31 328791.630000 3463324.830000 -1.569487 6.160000
1712890541662 1712890541680 18 328791.630000 3463324.520000 -1.569487 6.180000
1712890541712 1712890541735 23 328791.630000 3463324.280000 -1.569051 6.120000
1712890541762 1712890541786 24 328791.630000 3463323.900000 -1.569051 6.160000
1712890541812 1712890541835 23 328791.630000 3463323.660000 -1.569051 6.120000
1712890541863 1712890541886 23 328791.630000 3463323.410000 -1.569051 6.120000
1712890541913 1712890541943 30 328791.630000 3463323.220000 -1.569051 6.120000
1712890541963 1712890541987 24 328791.630000 3463322.740000 -1.559234 6.100000
1712890542013 1712890542030 17 328791.640000 3463322.440000 -1.559234 6.100000
1712890542063 1712890542094 31 328791.650000 3463322.130000 -1.559234 6.100000
1712890542113 1712890542132 19 328791.650000 3463322.130000 -1.559234 6.100000
1712890542164 1712890542188 24 328791.670000 3463321.820000 -1.550507 6.080000
1712890542214 1712890542238 24 328791.680000 3463321.450000 -1.550507 6.080000
1712890542264 1712890542295 31 328791.690000 3463321.080000 -1.550507 6.080000
1712890542314 1712890542333 19 328791.710000 3463320.840000 -1.550507 6.080000
1712890542364 1712890542388 24 328791.730000 3463320.480000 -1.531090 6.080000
1712890542414 1712890542438 24 328791.750000 3463320.300000 -1.531090 6.080000
1712890542465 1712890542483 18 328791.770000 3463320.000000 -1.531090 6.080000
1712890542515 1712890542546 31 328791.800000 3463319.630000 -1.531090 6.080000
1712890542565 1712890542591 26 328791.840000 3463319.320000 -1.509273 6.080000
1712890542615 1712890542637 22 328791.860000 3463319.020000 -1.509273 6.080000
1712890542665 1712890542684 19 328791.900000 3463318.650000 -1.509273 6.080000
1712890542716 1712890542740 24 328791.940000 3463318.420000 -1.509273 6.080000
1712890542766 1712890542799 33 328791.980000 3463318.120000 -1.489202 6.060000
1712890542816 1712890542836 20 328792.000000 3463317.870000 -1.489202 6.060000
1712890542866 1712890542890 24 328792.080000 3463317.400000 -1.489202 6.060000
1712890542916 1712890542954 38 328792.100000 3463317.270000 -1.489202 6.060000
1712890542966 1712890542986 20 328792.160000 3463316.920000 -1.459095 6.060000
1712890543016 1712890543040 24 328792.210000 3463316.620000 -1.459095 6.060000
1712890543067 1712890543098 31 328792.270000 3463316.250000 -1.459095 6.060000
1712890543117 1712890543151 34 328792.330000 3463315.960000 -1.459095 6.040000
1712890543167 1712890543184 17 328792.380000 3463315.720000 -1.426588 6.040000
1712890543217 1712890543247 30 328792.470000 3463315.300000 -1.426588 6.040000
1712890543267 1712890543293 26 328792.520000 3463315.070000 -1.426588 6.040000
1712890543317 1712890543348 31 328792.570000 3463314.840000 -1.426588 6.040000
1712890543368 1712890543393 25 328792.660000 3463314.410000 -1.394518 6.040000
1712890543418 1712890543441 23 328792.700000 3463314.300000 -1.394518 6.020000
1712890543468 1712890543498 30 328792.780000 3463313.950000 -1.394518 6.020000
1712890543518 1712890543542 24 328792.870000 3463313.600000 -1.394518 6.000000
1712890543568 1712890543592 24 328792.930000 3463313.370000 -1.360266 6.000000
1712890543618 1712890543649 31 328793.010000 3463313.080000 -1.360266 6.000000
1712890543668 1712890543688 20 328793.120000 3463312.670000 -1.360266 6.000000
1712890543719 1712890543749 30 328793.190000 3463312.430000 -1.360266 6.000000
1712890543769 1712890543786 17 328793.290000 3463312.090000 -1.336050 6.000000
1712890543819 1712890543844 25 328793.390000 3463311.740000 -1.336050 6.000000
1712890543869 1712890543894 25 328793.460000 3463311.520000 -1.336050 6.000000
1712890543919 1712890543944 25 328793.530000 3463311.280000 -1.336050 6.000000
1712890543969 1712890543994 25 328793.610000 3463311.060000 -1.303543 6.000000
1712890544019 1712890544036 17 328793.700000 3463310.770000 -1.303543 6.000000
1712890544070 1712890544093 23 328793.820000 3463310.370000 -1.303543 5.980000
1712890544120 1712890544143 23 328793.920000 3463310.090000 -1.303543 5.980000
1712890544170 1712890544193 23 328794.020000 3463309.800000 -1.282381 5.980000
1712890544220 1712890544243 23 328794.120000 3463309.520000 -1.282381 5.980000
1712890544270 1712890544294 24 328794.180000 3463309.360000 -1.282381 5.980000
1712890544320 1712890544344 24 328794.310000 3463309.010000 -1.282381 5.980000
1712890544371 1712890544393 22 328794.430000 3463308.680000 -1.256855 5.980000
1712890544421 1712890544444 23 328794.530000 3463308.400000 -1.256855 5.980000
1712890544471 1712890544503 32 328794.620000 3463308.170000 -1.256855 5.960000
1712890544521 1712890544548 27 328794.730000 3463307.890000 -1.256855 5.960000
1712890544571 1712890544588 17 328794.850000 3463307.550000 -1.232202 5.960000
1712890544621 1712890544645 24 328794.940000 3463307.330000 -1.232202 5.960000
1712890544671 1712890544695 24 328795.070000 3463307.000000 -1.232202 5.960000
1712890544721 1712890544745 24 328795.070000 3463307.000000 -1.232202 5.940000
1712890544772 1712890544794 22 328795.290000 3463306.440000 -1.212349 5.940000
1712890544822 1712890544845 23 328795.430000 3463306.110000 -1.212349 5.940000
1712890544872 1712890544890 18 328795.560000 3463305.770000 -1.212349 5.940000
1712890544922 1712890544941 19 328795.650000 3463305.550000 -1.201441 5.920000
1712890544972 1712890544992 20 328795.790000 3463305.220000 -1.201441 5.940000
1712890545022 1712890545043 21 328795.880000 3463305.000000 -1.201441 5.940000
1712890545072 1712890545104 32 328795.920000 3463304.890000 -1.201441 5.940000
1712890545123 1712890545142 19 328796.060000 3463304.560000 -1.201441 5.940000
