pub_time(ms) sub_time(ms) delay(ms) utmX(m) utmY(m) heading(rad) velocity(m/s)
1711863611734 1711863611752 18 329253.200000 3463437.650000 0.866992 0.000000
1711863611784 1711863611807 23 329253.200000 3463437.650000 0.866992 0.000000
1711863611835 1711863611857 22 329253.200000 3463437.650000 0.866992 0.000000
1711863611885 1711863611907 22 329253.200000 3463437.650000 0.866992 0.000000
1711863611935 1711863611958 23 329253.200000 3463437.650000 0.866774 0.000000
1711863611985 1711863612007 22 329253.200000 3463437.650000 0.866774 0.000000
1711863612035 1711863612058 23 329253.200000 3463437.650000 0.866774 0.000000
1711863612086 1711863612109 23 329253.200000 3463437.650000 0.866774 0.000000
1711863612136 1711863612158 22 329253.200000 3463437.650000 0.866338 0.000000
1711863612186 1711863612209 23 329253.200000 3463437.650000 0.866338 0.000000
1711863612236 1711863612259 23 329253.200000 3463437.650000 0.866338 0.000000
1711863612286 1711863612310 24 329253.200000 3463437.650000 0.866338 0.000000
1711863612337 1711863612360 23 329253.200000 3463437.650000 0.866338 0.000000
1711863612387 1711863612410 23 329253.200000 3463437.650000 0.866338 0.000000
1711863612437 1711863612460 23 329253.200000 3463437.650000 0.866338 0.000000
1711863612487 1711863612509 22 329253.200000 3463437.650000 0.866338 0.000000
1711863612538 1711863612556 18 329253.200000 3463437.650000 0.867210 0.000000
1711863612588 1711863612608 20 329253.200000 3463437.650000 0.867210 0.000000
1711863612638 1711863612656 18 329253.200000 3463437.650000 0.867210 0.000000
1711863612688 1711863612711 23 329253.200000 3463437.650000 0.867429 0.000000
1711863612738 1711863612761 23 329253.200000 3463437.650000 0.867429 0.000000
1711863612789 1711863612811 22 329253.200000 3463437.650000 0.867429 0.000000
1711863612839 1711863612861 22 329253.200000 3463437.650000 0.867429 0.000000
1711863612889 1711863612906 17 329253.200000 3463437.650000 0.867429 0.000000
1711863612939 1711863612964 25 329253.200000 3463437.650000 0.866120 0.000000
1711863612990 1711863613005 15 329253.200000 3463437.650000 0.866120 0.000000
1711863613040 1711863613063 23 329253.200000 3463437.650000 0.866120 0.000000
1711863613090 1711863613113 23 329253.200000 3463437.650000 0.867429 0.000000
1711863613140 1711863613162 22 329253.200000 3463437.650000 0.867429 0.000000
1711863613190 1711863613212 22 329253.200000 3463437.650000 0.867429 0.000000
1711863613241 1711863613263 22 329253.200000 3463437.650000 0.867429 0.000000
1711863613291 1711863613314 23 329253.200000 3463437.650000 0.866774 0.000000
1711863613341 1711863613364 23 329253.200000 3463437.650000 0.866774 0.000000
1711863613391 1711863613407 16 329253.200000 3463437.650000 0.866774 0.000000
1711863613442 1711863613459 17 329253.200000 3463437.650000 0.866774 0.000000
1711863613492 1711863613507 15 329253.200000 3463437.650000 0.866120 0.000000
1711863613542 1711863613559 17 329253.200000 3463437.650000 0.866120 0.000000
1711863613592 1711863613614 22 329253.200000 3463437.650000 0.866120 0.000000
1711863613642 1711863613665 23 329253.200000 3463437.650000 0.866120 0.000000
1711863613693 1711863613710 17 329253.200000 3463437.650000 0.866556 0.000000
1711863613743 1711863613766 23 329253.200000 3463437.650000 0.866556 0.000000
1711863613793 1711863613816 23 329253.200000 3463437.650000 0.866556 0.000000
1711863613843 1711863613865 22 329253.200000 3463437.650000 0.866556 0.000000
1711863613893 1711863613916 23 329253.200000 3463437.650000 0.867647 0.000000
1711863613944 1711863613966 22 329253.200000 3463437.650000 0.867647 0.000000
1711863613994 1711863614016 22 329253.200000 3463437.650000 0.867647 0.000000
1711863614044 1711863614067 23 329253.200000 3463437.650000 0.867647 0.000000
1711863614094 1711863614117 23 329253.200000 3463437.650000 0.866338 0.000000
1711863614144 1711863614168 24 329253.200000 3463437.650000 0.866338 0.000000
1711863614195 1711863614219 24 329253.200000 3463437.650000 0.866338 0.000000
1711863614245 1711863614267 22 329253.200000 3463437.650000 0.866338 0.000000
1711863614295 1711863614318 23 329253.200000 3463437.650000 0.866992 0.000000
1711863614345 1711863614368 23 329253.200000 3463437.650000 0.866992 0.000000
1711863614396 1711863614418 22 329253.200000 3463437.650000 0.866992 0.000000
1711863614446 1711863614468 22 329253.200000 3463437.650000 0.866992 0.000000
1711863614496 1711863614515 19 329253.200000 3463437.650000 0.866556 0.000000
1711863614546 1711863614568 22 329253.200000 3463437.650000 0.866556 0.000000
1711863614596 1711863614618 22 329253.200000 3463437.650000 0.866556 0.000000
1711863614647 1711863614670 23 329253.200000 3463437.650000 0.866556 0.000000
1711863614697 1711863614721 24 329253.200000 3463437.650000 0.865901 0.000000
1711863614747 1711863614770 23 329253.200000 3463437.650000 0.865901 0.000000
1711863614797 1711863614820 23 329253.200000 3463437.650000 0.865901 0.000000
1711863614848 1711863614871 23 329253.200000 3463437.650000 0.865901 0.000000
1711863614898 1711863614920 22 329253.200000 3463437.650000 0.866774 0.000000
1711863614948 1711863614970 22 329253.200000 3463437.650000 0.866774 0.000000
1711863614998 1711863615021 23 329253.200000 3463437.650000 0.866774 0.000000
1711863615048 1711863615073 25 329253.200000 3463437.650000 0.866774 0.000000
1711863615099 1711863615122 23 329253.200000 3463437.650000 0.866774 0.000000
1711863615149 1711863615170 21 329253.200000 3463437.650000 0.866774 0.000000
1711863615199 1711863615224 25 329253.200000 3463437.650000 0.866774 0.000000
1711863615249 1711863615271 22 329253.200000 3463437.650000 0.866774 0.000000
1711863615300 1711863615323 23 329253.200000 3463437.650000 0.866120 0.000000
1711863615350 1711863615372 22 329253.200000 3463437.650000 0.866120 0.000000
1711863615400 1711863615422 22 329253.200000 3463437.650000 0.866120 0.000000
1711863615450 1711863615472 22 329253.200000 3463437.650000 0.866992 0.000000
1711863615500 1711863615523 23 329253.200000 3463437.650000 0.866992 0.000000
1711863615551 1711863615574 23 329253.200000 3463437.650000 0.866992 0.000000
1711863615601 1711863615623 22 329253.200000 3463437.650000 0.866992 0.000000
1711863615651 1711863615674 23 329253.200000 3463437.650000 0.865465 0.000000
1711863615701 1711863615723 22 329253.200000 3463437.650000 0.865465 0.000000
1711863615752 1711863615774 22 329253.200000 3463437.650000 0.865465 0.000000
1711863615802 1711863615825 23 329253.200000 3463437.650000 0.865465 0.000000
1711863615852 1711863615874 22 329253.200000 3463437.650000 0.865683 0.000000
1711863615902 1711863615927 25 329253.200000 3463437.650000 0.865683 0.000000
1711863615952 1711863615971 19 329253.200000 3463437.650000 0.865683 0.000000
1711863616003 1711863616025 22 329253.200000 3463437.650000 0.865683 0.000000
1711863616053 1711863616076 23 329253.200000 3463437.650000 0.865683 0.000000
1711863616103 1711863616125 22 329253.200000 3463437.650000 0.866774 0.000000
1711863616153 1711863616176 23 329253.200000 3463437.650000 0.866774 0.000000
1711863616204 1711863616226 22 329253.200000 3463437.650000 0.866774 0.000000
1711863616254 1711863616276 22 329253.200000 3463437.650000 0.866774 0.000000
1711863616304 1711863616327 23 329253.200000 3463437.650000 0.866992 0.000000
1711863616354 1711863616376 22 329253.200000 3463437.650000 0.866992 0.000000
1711863616405 1711863616427 22 329253.200000 3463437.650000 0.866992 0.000000
1711863616455 1711863616478 23 329253.200000 3463437.650000 0.866992 0.000000
1711863616505 1711863616527 22 329253.200000 3463437.650000 0.866992 0.000000
1711863616555 1711863616577 22 329253.200000 3463437.650000 0.866992 0.000000
1711863616606 1711863616629 23 329253.200000 3463437.650000 0.866992 0.000000
1711863616656 1711863616671 15 329253.200000 3463437.650000 0.866992 0.000000
1711863616706 1711863616729 23 329253.200000 3463437.650000 0.866774 0.000000
1711863616756 1711863616772 16 329253.200000 3463437.650000 0.866774 0.000000
1711863616806 1711863616829 23 329253.200000 3463437.650000 0.866774 0.000000
1711863616857 1711863616877 20 329253.200000 3463437.650000 0.865901 0.000000
1711863616907 1711863616929 22 329253.200000 3463437.650000 0.865901 0.000000
1711863616957 1711863616979 22 329253.200000 3463437.650000 0.865901 0.000000
1711863617007 1711863617030 23 329253.200000 3463437.650000 0.865901 0.000000
1711863617058 1711863617080 22 329253.200000 3463437.650000 0.865901 0.000000
1711863617108 1711863617133 25 329253.200000 3463437.650000 0.866120 0.000000
1711863617158 1711863617182 24 329253.200000 3463437.650000 0.866120 0.000000
1711863617208 1711863617227 19 329253.200000 3463437.650000 0.866120 0.000000
1711863617258 1711863617281 23 329253.200000 3463437.650000 0.866120 0.000000
1711863617309 1711863617331 22 329253.200000 3463437.650000 0.866120 0.000000
1711863617359 1711863617381 22 329253.200000 3463437.650000 0.866120 0.000000
1711863617409 1711863617438 29 329253.200000 3463437.650000 0.866120 0.000000
1711863617459 1711863617475 16 329253.200000 3463437.650000 0.866120 0.000000
1711863617510 1711863617532 22 329253.200000 3463437.650000 0.865901 0.000000
1711863617560 1711863617583 23 329253.200000 3463437.650000 0.865901 0.000000
1711863617610 1711863617632 22 329253.200000 3463437.650000 0.865901 0.000000
1711863617660 1711863617682 22 329253.200000 3463437.650000 0.865901 0.000000
1711863617710 1711863617734 24 329253.200000 3463437.650000 0.866120 0.000000
1711863617761 1711863617784 23 329253.200000 3463437.650000 0.866120 0.000000
1711863617811 1711863617833 22 329253.200000 3463437.650000 0.866120 0.000000
1711863617861 1711863617884 23 329253.200000 3463437.650000 0.866120 0.000000
1711863617911 1711863617930 19 329253.200000 3463437.650000 0.866120 0.000000
1711863617962 1711863617981 19 329253.200000 3463437.650000 0.866338 0.000000
1711863618012 1711863618030 18 329253.200000 3463437.650000 0.866338 0.000000
1711863618062 1711863618085 23 329253.200000 3463437.650000 0.866338 0.000000
1711863618112 1711863618134 22 329253.200000 3463437.650000 0.866338 0.000000
1711863618163 1711863618186 23 329253.200000 3463437.650000 0.866338 0.000000
1711863618213 1711863618235 22 329253.200000 3463437.650000 0.866338 0.000000
1711863618263 1711863618285 22 329253.200000 3463437.650000 0.866338 0.000000
1711863618313 1711863618336 23 329253.200000 3463437.650000 0.867429 0.000000
1711863618363 1711863618388 25 329253.200000 3463437.650000 0.867429 0.000000
1711863618414 1711863618436 22 329253.200000 3463437.650000 0.867429 0.000000
1711863618464 1711863618486 22 329253.200000 3463437.650000 0.867429 0.000000
1711863618514 1711863618536 22 329253.200000 3463437.650000 0.866992 0.000000
1711863618564 1711863618586 22 329253.200000 3463437.650000 0.866992 0.000000
1711863618615 1711863618637 22 329253.200000 3463437.650000 0.866992 0.000000
1711863618665 1711863618687 22 329253.200000 3463437.650000 0.866556 0.000000
1711863618715 1711863618738 23 329253.200000 3463437.650000 0.866556 0.000000
1711863618765 1711863618785 20 329253.200000 3463437.650000 0.866556 0.000000
1711863618816 1711863618838 22 329253.200000 3463437.650000 0.866556 0.000000
1711863618866 1711863618889 23 329253.200000 3463437.650000 0.866556 0.000000
1711863618916 1711863618937 21 329253.200000 3463437.650000 0.867210 0.000000
1711863618966 1711863618988 22 329253.200000 3463437.650000 0.867210 0.000000
1711863619016 1711863619039 23 329253.200000 3463437.650000 0.867210 0.000000
1711863619067 1711863619089 22 329253.200000 3463437.650000 0.867210 0.000000
1711863619117 1711863619139 22 329253.200000 3463437.650000 0.866120 0.000000
1711863619167 1711863619189 22 329253.200000 3463437.650000 0.866120 0.000000
1711863619217 1711863619239 22 329253.200000 3463437.650000 0.866120 0.000000
1711863619267 1711863619290 23 329253.200000 3463437.650000 0.866120 0.000000
1711863619318 1711863619340 22 329253.200000 3463437.650000 0.866992 0.000000
1711863619368 1711863619388 20 329253.200000 3463437.650000 0.866992 0.000000
1711863619418 1711863619441 23 329253.200000 3463437.650000 0.866992 0.000000
1711863619468 1711863619492 24 329253.200000 3463437.650000 0.866992 0.000000
1711863619519 1711863619543 24 329253.200000 3463437.650000 0.865683 0.000000
1711863619569 1711863619592 23 329253.200000 3463437.650000 0.865683 0.000000
1711863619619 1711863619641 22 329253.200000 3463437.650000 0.865683 0.000000
1711863619669 1711863619692 23 329253.200000 3463437.650000 0.866120 0.000000
1711863619719 1711863619741 22 329253.200000 3463437.650000 0.866120 0.000000
1711863619770 1711863619792 22 329253.200000 3463437.650000 0.866120 0.000000
1711863619820 1711863619843 23 329253.200000 3463437.650000 0.866120 0.000000
1711863619870 1711863619892 22 329253.200000 3463437.650000 0.866338 0.000000
1711863619920 1711863619943 23 329253.200000 3463437.650000 0.866338 0.000000
1711863619971 1711863619987 16 329253.200000 3463437.650000 0.866338 0.000000
1711863620021 1711863620043 22 329253.200000 3463437.650000 0.866338 0.000000
1711863620071 1711863620094 23 329253.200000 3463437.650000 0.865683 0.000000
1711863620121 1711863620144 23 329253.200000 3463437.650000 0.865683 0.000000
1711863620172 1711863620194 22 329253.200000 3463437.650000 0.865683 0.000000
1711863620222 1711863620244 22 329253.200000 3463437.650000 0.865683 0.000000
1711863620272 1711863620294 22 329253.200000 3463437.650000 0.865683 0.000000
1711863620322 1711863620344 22 329253.200000 3463437.650000 0.865465 0.000000
1711863620372 1711863620389 17 329253.200000 3463437.650000 0.865465 0.000000
1711863620423 1711863620451 28 329253.200000 3463437.650000 0.865465 0.000000
1711863620473 1711863620488 15 329253.200000 3463437.650000 0.866556 0.000000
1711863620523 1711863620542 19 329253.200000 3463437.650000 0.866556 0.000000
1711863620573 1711863620590 17 329253.200000 3463437.650000 0.866556 0.000000
1711863620623 1711863620646 23 329253.200000 3463437.650000 0.866556 0.000000
1711863620674 1711863620697 23 329253.200000 3463437.650000 0.866338 0.000000
1711863620724 1711863620747 23 329253.200000 3463437.650000 0.866338 0.000000
1711863620774 1711863620798 24 329253.200000 3463437.650000 0.866338 0.000000
1711863620824 1711863620846 22 329253.200000 3463437.650000 0.866338 0.000000
1711863620874 1711863620897 23 329253.200000 3463437.650000 0.866120 0.000000
1711863620925 1711863620947 22 329253.200000 3463437.650000 0.866120 0.000000
1711863620975 1711863620997 22 329253.200000 3463437.650000 0.866120 0.000000
1711863621025 1711863621047 22 329253.200000 3463437.650000 0.866120 0.000000
1711863621076 1711863621098 22 329253.200000 3463437.650000 0.866120 0.000000
1711863621126 1711863621148 22 329253.200000 3463437.650000 0.866120 0.000000
1711863621176 1711863621198 22 329253.200000 3463437.650000 0.866120 0.000000
1711863621226 1711863621249 23 329253.200000 3463437.650000 0.866120 0.000000
1711863621276 1711863621299 23 329253.200000 3463437.650000 0.866120 0.000000
1711863621327 1711863621350 23 329253.200000 3463437.650000 0.865901 0.000000
1711863621377 1711863621399 22 329253.200000 3463437.650000 0.865901 0.000000
1711863621427 1711863621450 23 329253.200000 3463437.650000 0.865901 0.000000
1711863621477 1711863621499 22 329253.200000 3463437.650000 0.866992 0.000000
1711863621528 1711863621550 22 329253.200000 3463437.650000 0.866992 0.000000
1711863621578 1711863621600 22 329253.200000 3463437.650000 0.866992 0.000000
1711863621628 1711863621650 22 329253.200000 3463437.650000 0.866992 0.000000
1711863621678 1711863621701 23 329253.200000 3463437.650000 0.866338 0.000000
1711863621728 1711863621752 24 329253.200000 3463437.650000 0.866338 0.000000
1711863621779 1711863621801 22 329253.200000 3463437.650000 0.866338 0.000000
1711863621829 1711863621851 22 329253.200000 3463437.650000 0.866338 0.000000
1711863621879 1711863621901 22 329253.200000 3463437.650000 0.866338 0.000000
1711863621929 1711863621952 23 329253.200000 3463437.650000 0.865901 0.000000
1711863621980 1711863621997 17 329253.200000 3463437.650000 0.865901 0.000000
1711863622030 1711863622051 21 329253.200000 3463437.650000 0.865901 0.000000
1711863622080 1711863622103 23 329253.200000 3463437.650000 0.865465 0.000000
1711863622130 1711863622152 22 329253.200000 3463437.650000 0.865465 0.000000
1711863622181 1711863622203 22 329253.200000 3463437.650000 0.865465 0.000000
1711863622231 1711863622253 22 329253.200000 3463437.650000 0.865465 0.000000
1711863622281 1711863622303 22 329253.200000 3463437.650000 0.865465 0.000000
1711863622331 1711863622353 22 329253.200000 3463437.650000 0.865029 0.000000
1711863622381 1711863622403 22 329253.200000 3463437.650000 0.865029 0.000000
1711863622432 1711863622454 22 329253.200000 3463437.650000 0.865029 0.000000
1711863622482 1711863622504 22 329253.200000 3463437.650000 0.866556 0.000000
1711863622532 1711863622554 22 329253.200000 3463437.650000 0.866556 0.000000
1711863622582 1711863622605 23 329253.200000 3463437.650000 0.866556 0.000000
1711863622633 1711863622655 22 329253.200000 3463437.650000 0.866556 0.000000
1711863622683 1711863622705 22 329253.200000 3463437.650000 0.865683 0.000000
1711863622733 1711863622755 22 329253.200000 3463437.650000 0.865683 0.000000
1711863622783 1711863622806 23 329253.200000 3463437.650000 0.865683 0.000000
1711863622833 1711863622849 16 329253.200000 3463437.650000 0.865683 0.000000
1711863622884 1711863622906 22 329253.200000 3463437.650000 0.865683 0.000000
1711863622934 1711863622956 22 329253.200000 3463437.650000 0.866338 0.000000
1711863622984 1711863623006 22 329253.200000 3463437.650000 0.866338 0.000000
1711863623034 1711863623056 22 329253.200000 3463437.650000 0.866338 0.000000
1711863623084 1711863623107 23 329253.200000 3463437.650000 0.866556 0.000000
1711863623135 1711863623156 21 329253.200000 3463437.650000 0.866556 0.000000
1711863623185 1711863623205 20 329253.200000 3463437.650000 0.866556 0.000000
1711863623235 1711863623251 16 329253.200000 3463437.650000 0.865465 0.000000
1711863623285 1711863623303 18 329253.200000 3463437.650000 0.865465 0.000000
1711863623335 1711863623359 24 329253.200000 3463437.650000 0.865465 0.000000
1711863623386 1711863623408 22 329253.200000 3463437.650000 0.865465 0.000000
1711863623436 1711863623459 23 329253.200000 3463437.650000 0.865465 0.000000
1711863623486 1711863623508 22 329253.200000 3463437.650000 0.865465 0.000000
1711863623536 1711863623552 16 329253.200000 3463437.650000 0.866556 0.000000
1711863623587 1711863623610 23 329253.200000 3463437.650000 0.866556 0.000000
1711863623637 1711863623656 19 329253.200000 3463437.650000 0.866556 0.000000
1711863623687 1711863623709 22 329253.200000 3463437.650000 0.865901 0.000000
1711863623737 1711863623760 23 329253.200000 3463437.650000 0.865901 0.000000
1711863623788 1711863623810 22 329253.200000 3463437.650000 0.865901 0.000000
1711863623838 1711863623860 22 329253.200000 3463437.650000 0.865901 0.000000
1711863623888 1711863623911 23 329253.200000 3463437.650000 0.865901 0.000000
1711863623938 1711863623958 20 329253.200000 3463437.650000 0.866120 0.000000
1711863623989 1711863624005 16 329253.200000 3463437.650000 0.866120 0.000000
1711863624039 1711863624064 25 329253.200000 3463437.650000 0.866120 0.000000
1711863624089 1711863624112 23 329253.200000 3463437.650000 0.866120 0.000000
1711863624139 1711863624162 23 329253.200000 3463437.650000 0.865683 0.000000
1711863624190 1711863624212 22 329253.200000 3463437.650000 0.865683 0.000000
1711863624240 1711863624262 22 329253.200000 3463437.650000 0.865683 0.000000
1711863624290 1711863624312 22 329253.200000 3463437.650000 0.865901 0.000000
1711863624340 1711863624354 14 329253.200000 3463437.650000 0.865901 0.000000
1711863624391 1711863624409 18 329253.200000 3463437.650000 0.865901 0.000000
1711863624441 1711863624461 20 329253.200000 3463437.650000 0.865901 0.000000
1711863624491 1711863624508 17 329253.200000 3463437.650000 0.865901 0.000000
1711863624541 1711863624564 23 329253.200000 3463437.650000 0.865901 0.000000
1711863624592 1711863624614 22 329253.200000 3463437.650000 0.865901 0.000000
1711863624642 1711863624662 20 329253.200000 3463437.650000 0.865901 0.000000
1711863624692 1711863624709 17 329253.200000 3463437.650000 0.865465 0.000000
1711863624742 1711863624761 19 329253.200000 3463437.650000 0.865465 0.000000
1711863624793 1711863624816 23 329253.200000 3463437.650000 0.865465 0.000000
1711863624843 1711863624865 22 329253.200000 3463437.650000 0.865465 0.000000
1711863624893 1711863624916 23 329253.200000 3463437.650000 0.866120 0.000000
1711863624943 1711863624966 23 329253.200000 3463437.650000 0.866120 0.000000
1711863624994 1711863625018 24 329253.200000 3463437.650000 0.866120 0.000000
1711863625044 1711863625067 23 329253.200000 3463437.650000 0.866120 0.000000
1711863625094 1711863625113 19 329253.200000 3463437.650000 0.866774 0.000000
1711863625144 1711863625161 17 329253.200000 3463437.650000 0.866774 0.000000
1711863625195 1711863625212 17 329253.200000 3463437.650000 0.866774 0.000000
1711863625245 1711863625260 15 329253.200000 3463437.650000 0.866774 0.000000
1711863625295 1711863625318 23 329253.200000 3463437.650000 0.865683 0.000000
1711863625345 1711863625367 22 329253.200000 3463437.650000 0.865683 0.000000
1711863625395 1711863625418 23 329253.200000 3463437.650000 0.865683 0.000000
1711863625446 1711863625469 23 329253.200000 3463437.650000 0.865683 0.000000
1711863625496 1711863625519 23 329253.200000 3463437.650000 0.866338 0.000000
1711863625546 1711863625568 22 329253.200000 3463437.650000 0.866338 0.000000
1711863625596 1711863625618 22 329253.200000 3463437.650000 0.866338 0.000000
1711863625646 1711863625668 22 329253.200000 3463437.650000 0.866338 0.000000
1711863625697 1711863625719 22 329253.200000 3463437.650000 0.865683 0.000000
1711863625747 1711863625769 22 329253.200000 3463437.650000 0.865683 0.000000
1711863625797 1711863625819 22 329253.200000 3463437.650000 0.865683 0.000000
1711863625847 1711863625872 25 329253.200000 3463437.650000 0.865683 0.000000
1711863625898 1711863625921 23 329253.200000 3463437.650000 0.866120 0.000000
1711863625948 1711863625970 22 329253.200000 3463437.650000 0.866120 0.000000
1711863625998 1711863626020 22 329253.200000 3463437.650000 0.866120 0.000000
1711863626048 1711863626071 23 329253.200000 3463437.650000 0.866120 0.000000
1711863626099 1711863626122 23 329253.200000 3463437.650000 0.866120 0.000000
1711863626149 1711863626171 22 329253.200000 3463437.650000 0.866120 0.000000
1711863626199 1711863626222 23 329253.200000 3463437.650000 0.866120 0.000000
1711863626249 1711863626271 22 329253.200000 3463437.650000 0.866120 0.000000
1711863626299 1711863626323 24 329253.200000 3463437.650000 0.866556 0.000000
1711863626350 1711863626373 23 329253.200000 3463437.650000 0.866556 0.000000
1711863626400 1711863626422 22 329253.200000 3463437.650000 0.866556 0.000000
1711863626450 1711863626467 17 329253.200000 3463437.650000 0.866556 0.000000
1711863626500 1711863626523 23 329253.200000 3463437.650000 0.866120 0.000000
1711863626550 1711863626574 24 329253.200000 3463437.650000 0.866120 0.000000
1711863626601 1711863626623 22 329253.200000 3463437.650000 0.866120 0.000000
1711863626651 1711863626673 22 329253.200000 3463437.650000 0.866120 0.000000
1711863626701 1711863626723 22 329253.200000 3463437.650000 0.866556 0.000000
1711863626752 1711863626775 23 329253.200000 3463437.650000 0.866556 0.000000
1711863626802 1711863626823 21 329253.200000 3463437.650000 0.866556 0.000000
1711863626852 1711863626875 23 329253.200000 3463437.650000 0.866774 0.000000
1711863626902 1711863626923 21 329253.200000 3463437.650000 0.866774 0.000000
1711863626952 1711863626968 16 329253.200000 3463437.650000 0.866774 0.000000
1711863627003 1711863627027 24 329253.200000 3463437.650000 0.866774 0.000000
1711863627053 1711863627068 15 329253.200000 3463437.650000 0.866774 0.000000
1711863627103 1711863627119 16 329253.200000 3463437.650000 0.866774 0.000000
1711863627153 1711863627170 17 329253.200000 3463437.650000 0.866774 0.000000
1711863627204 1711863627224 20 329253.200000 3463437.650000 0.866774 0.000000
1711863627254 1711863627276 22 329253.200000 3463437.650000 0.866774 0.000000
1711863627304 1711863627327 23 329253.200000 3463437.650000 0.866556 0.000000
1711863627354 1711863627377 23 329253.200000 3463437.650000 0.866556 0.000000
1711863627405 1711863627428 23 329253.200000 3463437.650000 0.866556 0.000000
1711863627455 1711863627477 22 329253.200000 3463437.650000 0.866556 0.000000
1711863627505 1711863627528 23 329253.200000 3463437.650000 0.867429 0.000000
1711863627555 1711863627578 23 329253.200000 3463437.650000 0.867429 0.000000
1711863627605 1711863627628 23 329253.200000 3463437.650000 0.867429 0.000000
1711863627656 1711863627678 22 329253.200000 3463437.650000 0.866120 0.000000
1711863627706 1711863627729 23 329253.200000 3463437.650000 0.866120 0.000000
1711863627756 1711863627778 22 329253.200000 3463437.650000 0.866120 0.000000
1711863627806 1711863627829 23 329253.200000 3463437.650000 0.866120 0.000000
1711863627857 1711863627879 22 329253.200000 3463437.650000 0.866120 0.000000
1711863627907 1711863627930 23 329253.200000 3463437.650000 0.866120 0.000000
1711863627957 1711863627979 22 329253.200000 3463437.650000 0.866120 0.000000
1711863628007 1711863628029 22 329253.200000 3463437.650000 0.866120 0.000000
1711863628058 1711863628079 21 329253.200000 3463437.650000 0.866120 0.000000
1711863628108 1711863628126 18 329253.200000 3463437.650000 0.866774 0.000000
