pub_time(ms) sub_time(ms) delay(ms) utmX(m) utmY(m) heading(rad) velocity(m/s) cellid(db) sinr(db) rsrp(db)
1721810787735 1721810787769 34 329240.080000 3463452.360000 0.412552 4.900000 5C4225714 11 -63 
1721810787790 1721810787811 21 329240.270000 3463452.450000 0.412552 5.060000 5C4225714 11 -63 
1721810787845 1721810787869 24 329240.550000 3463452.570000 0.412552 5.160000 5C4225714 11 -63 
1721810787901 1721810787923 22 329240.790000 3463452.670000 0.412552 5.320000 5C4225714 11 -63 
1721810787956 1721810787975 19 329241.040000 3463452.770000 0.414079 5.440000 5C4225714 11 -63 
1721810788011 1721810788029 18 329241.410000 3463452.930000 0.414079 5.560000 5C4225714 11 -63 
1721810788068 1721810788084 16 329241.560000 3463452.990000 0.414079 5.740000 5C4225714 11 -63 
1721810788123 1721810788144 21 329241.780000 3463453.080000 0.414079 5.840000 5C4225714 11 -63 
1721810788189 1721810788206 17 329242.440000 3463453.360000 0.410371 6.100000 5C4225714 11 -63 
1721810788243 1721810788263 20 329242.730000 3463453.470000 0.410371 6.260000 5C4225714 11 -63 
1721810788311 1721810788329 18 329242.960000 3463453.570000 0.410371 6.340000 5C4225714 12 -62 
1721810788367 1721810788387 20 329243.380000 3463453.740000 0.407971 6.520000 5C4225714 12 -62 
1721810788425 1721810788452 27 329243.560000 3463453.810000 0.407971 6.600000 5C4225714 12 -62 
1721810788480 1721810788505 25 329244.000000 3463454.000000 0.407971 6.760000 5C4225714 12 -62 
1721810788535 1721810788554 19 329244.250000 3463454.090000 0.407971 6.860000 5C4225714 12 -62 
1721810788590 1721810788613 23 329244.910000 3463454.360000 0.406444 7.120000 5C4225714 12 -62 
1721810788645 1721810788667 22 329245.240000 3463454.490000 0.406444 7.220000 5C4225714 12 -62 
1721810788700 1721810788724 24 329245.640000 3463454.650000 0.406444 7.360000 5C4225714 12 -62 
1721810788755 1721810788774 19 329246.000000 3463454.780000 0.398153 7.460000 5C4225714 12 -62 
1721810788811 1721810788830 19 329246.280000 3463454.900000 0.398153 7.600000 5C4225714 12 -62 
1721810788866 1721810788884 18 329246.710000 3463455.060000 0.398153 7.700000 5C4225714 12 -62 
1721810788922 1721810788939 17 329247.070000 3463455.200000 0.398153 7.800000 5C4225714 12 -62 
1721810788978 1721810788998 20 329247.360000 3463455.320000 0.393135 7.900000 5C4225714 12 -62 
1721810789034 1721810789053 19 329247.730000 3463455.450000 0.393135 8.020000 5C4225714 12 -62 
1721810789089 1721810789111 22 329248.180000 3463455.620000 0.393135 8.160000 5C4225714 12 -62 
1721810789146 1721810789163 17 329248.960000 3463455.920000 0.383754 8.360000 5C4225714 12 -62 
1721810789202 1721810789225 23 329249.350000 3463456.070000 0.383754 8.420000 5C4225714 12 -62 
1721810789257 1721810789281 24 329249.750000 3463456.210000 0.383754 8.540000 5C4225714 12 -62 
1721810789312 1721810789328 16 329250.070000 3463456.330000 0.383754 8.600000 5C4225714 12 -62 
1721810789382 1721810789405 23 329250.640000 3463456.540000 0.378518 8.660000 5C4225714 12 -62 
1721810789437 1721810789453 16 329250.720000 3463456.570000 0.378518 8.760000 5C4225714 12 -62 
1721810789492 1721810789511 19 329251.720000 3463456.930000 0.378518 8.940000 5C4225714 12 -62 
1721810789547 1721810789571 24 329252.150000 3463457.080000 0.369573 9.000000 5C4225714 12 -62 
1721810789602 1721810789622 20 329252.570000 3463457.240000 0.369573 9.100000 5C4225714 12 -62 
1721810789658 1721810789677 19 329253.170000 3463457.440000 0.369573 9.160000 5C4225714 12 -62 
1721810789713 1721810789730 17 329253.610000 3463457.600000 0.362156 9.220000 5C4225714 12 -62 
1721810789768 1721810789789 21 329254.050000 3463457.750000 0.362156 9.280000 5C4225714 12 -62 
1721810789823 1721810789845 22 329254.410000 3463457.860000 0.362156 9.340000 5C4225714 12 -62 
1721810789878 1721810789900 22 329254.760000 3463457.990000 0.362156 9.380000 5C4225714 12 -62 
1721810789934 1721810789956 22 329255.390000 3463458.200000 0.347975 9.420000 5C4225714 12 -62 
1721810789989 1721810790006 17 329255.840000 3463458.350000 0.347975 9.520000 5C4225714 12 -62 
1721810790044 1721810790061 17 329256.290000 3463458.510000 0.347975 9.580000 5C4225714 12 -62 
1721810790098 1721810790115 17 329256.750000 3463458.660000 0.347975 9.600000 5C4225714 12 -62 
1721810790153 1721810790171 18 329257.300000 3463458.840000 0.343394 9.660000 5C4225714 12 -62 
1721810790208 1721810790226 18 329258.320000 3463459.170000 0.343394 9.800000 5C4225714 12 -62 
1721810790263 1721810790282 19 329258.520000 3463459.230000 0.343394 9.840000 5C4225714 12 -62 
1721810790318 1721810790338 20 329259.080000 3463459.410000 0.331613 9.860000 5C4225714 12 -62 
