pub_time(ms) sub_time(ms) delay(ms) utmX(m) utmY(m) heading(rad) velocity(m/s) cellid(db) sinr(db) rsrp(db)
1721641704276 1721641704307 31 328961.350000 3463468.980000 2.738422 8.020000 5C4225714 7 -73 
1721641704312 1721641704329 17 328960.820000 3463469.170000 2.752166 8.020000 5C4225714 7 -73 
1721641704347 1721641704364 17 328960.450000 3463469.320000 2.752166 8.060000 5C4225714 7 -73 
1721641704383 1721641704403 20 328960.450000 3463469.320000 2.752166 8.060000 5C4225714 7 -73 
1721641704418 1721641704437 19 328960.060000 3463469.470000 2.752166 8.060000 5C4225714 7 -73 
1721641704454 1721641704471 17 328959.680000 3463469.610000 2.752166 8.100000 5C4225714 7 -73 
1721641704489 1721641704505 16 328959.680000 3463469.610000 2.752166 8.100000 5C4225714 7 -73 
1721641704525 1721641704544 19 328959.230000 3463469.790000 2.775292 8.100000 5C4225714 7 -73 
1721641704560 1721641704585 25 328959.000000 3463469.870000 2.775292 8.120000 5C4225714 7 -73 
1721641704595 1721641704614 19 328958.460000 3463470.060000 2.775292 8.120000 5C4225714 7 -73 
1721641704631 1721641704655 24 328958.460000 3463470.060000 2.775292 8.120000 5C4225714 7 -73 
1721641704666 1721641704684 18 328958.000000 3463470.220000 2.775292 8.140000 5C4225714 7 -73 
1721641704702 1721641704718 16 328957.610000 3463470.360000 2.791000 8.160000 5C4225714 7 -73 
1721641704737 1721641704756 19 328957.610000 3463470.360000 2.791000 8.160000 5C4225714 7 -73 
1721641704773 1721641704790 17 328957.460000 3463470.400000 2.791000 8.160000 5C4225714 7 -73 
1721641704808 1721641704824 16 328957.070000 3463470.540000 2.791000 8.160000 5C4225714 7 -73 
1721641704843 1721641704863 20 328956.600000 3463470.700000 2.791000 8.160000 5C4225714 7 -73 
1721641704879 1721641704904 25 328956.600000 3463470.700000 2.791000 8.160000 5C4225714 7 -73 
1721641704914 1721641704933 19 328956.130000 3463470.850000 2.810635 8.200000 5C4225714 7 -73 
1721641704950 1721641704967 17 328955.740000 3463470.980000 2.810635 8.240000 5C4225714 7 -73 
1721641704985 1721641705001 16 328955.740000 3463470.980000 2.810635 8.240000 5C4225714 7 -73 
1721641705021 1721641705039 18 328955.350000 3463471.090000 2.810635 8.240000 5C4225714 7 -73 
1721641705056 1721641705073 17 328955.030000 3463471.200000 2.810635 8.220000 5C4225714 7 -73 
