pub_time(ms) sub_time(ms) delay(ms) utmX(m) utmY(m) heading(rad) velocity(m/s) cellid(db) sinr(db) rsrp(db)
1721636168156 1721636168181 25 328969.710000 3463465.660000 2.650501 7.420000 5C422503D 15 -89 
1721636168171 1721636168194 23 328969.710000 3463465.660000 2.650501 7.420000 5C422503D 15 -89 
1721636168186 1721636168209 23 328969.710000 3463465.660000 2.650501 7.420000 5C422503D 15 -89 
1721636168200 1721636168224 24 328969.250000 3463465.900000 2.650501 7.380000 5C422503D 15 -89 
1721636168214 1721636168240 26 328969.250000 3463465.900000 2.650501 7.380000 5C422503D 15 -89 
1721636168229 1721636168254 25 328969.250000 3463465.900000 2.650501 7.380000 5C422503D 15 -89 
1721636168243 1721636168270 27 328968.850000 3463466.090000 2.664463 7.380000 5C422503D 15 -89 
1721636168258 1721636168284 26 328968.850000 3463466.090000 2.664463 7.380000 5C422503D 15 -89 
1721636168273 1721636168299 26 328968.850000 3463466.090000 2.664463 7.380000 5C422503D 15 -89 
1721636168288 1721636168314 26 328968.850000 3463466.090000 2.664463 7.380000 5C422503D 15 -89 
1721636168303 1721636168329 26 328968.600000 3463466.240000 2.664463 7.360000 5C422503D 15 -89 
1721636168318 1721636168344 26 328968.600000 3463466.240000 2.664463 7.360000 5C422503D 15 -89 
1721636168333 1721636168359 26 328968.200000 3463466.440000 2.664463 7.360000 5C422503D 15 -89 
1721636168347 1721636168374 27 328968.200000 3463466.440000 2.664463 7.360000 5C422503D 15 -89 
1721636168362 1721636168389 27 328968.200000 3463466.440000 2.664463 7.360000 5C422503D 15 -89 
1721636168377 1721636168404 27 328968.200000 3463466.440000 2.664463 7.360000 5C422503D 15 -89 
1721636168392 1721636168424 32 328967.810000 3463466.630000 2.664463 7.360000 5C422503D 15 -89 
1721636168407 1721636168444 37 328967.810000 3463466.630000 2.664463 7.360000 5C422503D 15 -89 
1721636168421 1721636168444 23 328967.810000 3463466.630000 2.664463 7.360000 5C422503D 15 -89 
1721636168436 1721636168460 24 328967.810000 3463466.630000 2.664463 7.360000 5C422503D 15 -89 
1721636168450 1721636168475 25 328967.480000 3463466.790000 2.672754 7.340000 5C422503D 15 -89 
1721636168464 1721636168492 28 328967.480000 3463466.790000 2.672754 7.340000 5C422503D 15 -89 
1721636168479 1721636168511 32 328967.480000 3463466.790000 2.672754 7.340000 5C422503D 15 -89 
1721636168494 1721636168525 31 328967.480000 3463466.790000 2.672754 7.340000 5C422503D 15 -89 
1721636168509 1721636168525 16 328967.150000 3463466.960000 2.672754 7.340000 5C422503D 15 -89 
1721636168523 1721636168542 19 328967.150000 3463466.960000 2.672754 7.340000 5C422503D 15 -89 
1721636168538 1721636168557 19 328967.150000 3463466.960000 2.672754 7.340000 5C422503D 15 -89 
1721636168552 1721636168570 18 328966.950000 3463467.060000 2.672754 7.280000 5C422503D 15 -89 
1721636168566 1721636168584 18 328966.950000 3463467.060000 2.672754 7.280000 5C422503D 15 -89 
1721636168581 1721636168599 18 328966.950000 3463467.060000 2.672754 7.280000 5C422503D 15 -89 
1721636168595 1721636168615 20 328966.680000 3463467.180000 2.672754 7.300000 5C422503D 15 -89 
1721636168609 1721636168629 20 328966.680000 3463467.180000 2.672754 7.300000 5C422503D 15 -89 
1721636168624 1721636168644 20 328966.680000 3463467.180000 2.672754 7.300000 5C422503D 15 -89 
1721636168639 1721636168659 20 328966.680000 3463467.180000 2.672754 7.300000 5C422503D 15 -89 
1721636168653 1721636168674 21 328966.290000 3463467.380000 2.688898 7.280000 5C422503D 15 -89 
1721636168667 1721636168689 22 328966.290000 3463467.380000 2.688898 7.280000 5C422503D 15 -89 
1721636168682 1721636168704 22 328966.290000 3463467.380000 2.688898 7.280000 5C422503D 15 -89 
1721636168697 1721636168719 22 328966.030000 3463467.500000 2.688898 7.260000 5C422503D 15 -89 
1721636168711 1721636168734 23 328966.030000 3463467.500000 2.688898 7.260000 5C422503D 15 -89 
1721636168725 1721636168749 24 328966.030000 3463467.500000 2.688898 7.260000 5C422503D 15 -89 
1721636168739 1721636168764 25 328966.030000 3463467.500000 2.688898 7.260000 5C422503D 15 -89 
1721636168753 1721636168779 26 328965.570000 3463467.720000 2.688898 7.240000 5C422503D 15 -89 
1721636168768 1721636168794 26 328965.570000 3463467.720000 2.688898 7.240000 5C422503D 15 -89 
1721636168783 1721636168809 26 328965.570000 3463467.720000 2.688898 7.240000 5C422503D 15 -89 
1721636168798 1721636168824 26 328965.240000 3463467.870000 2.688898 7.240000 5C422503D 15 -89 
1721636168813 1721636168840 27 328965.240000 3463467.870000 2.688898 7.240000 5C422503D 15 -89 
1721636168828 1721636168854 26 328965.240000 3463467.870000 2.688898 7.240000 5C422503D 15 -89 
1721636168843 1721636168869 26 328965.240000 3463467.870000 2.688898 7.240000 5C422503D 15 -89 
1721636168858 1721636168884 26 328964.840000 3463468.060000 2.703951 7.240000 5C422503D 15 -89 
1721636168873 1721636168899 26 328964.840000 3463468.060000 2.703951 7.240000 5C422503D 15 -89 
1721636168887 1721636168914 27 328964.840000 3463468.060000 2.703951 7.240000 5C422503D 15 -89 
1721636168902 1721636168929 27 328964.570000 3463468.180000 2.703951 7.280000 5C422503D 15 -89 
1721636168917 1721636168944 27 328964.570000 3463468.180000 2.703951 7.280000 5C422503D 15 -89 
1721636168932 1721636168959 27 328964.570000 3463468.180000 2.703951 7.280000 5C422503D 15 -89 
1721636168947 1721636168974 27 328964.100000 3463468.390000 2.703951 7.280000 5C422503D 15 -89 
