pub_time(ms) sub_time(ms) delay(ms) utmX(m) utmY(m) heading(rad) velocity(m/s) cellid(db) sinr(db) rsrp(db)
1721200204259 1721200204291 32 328985.260000 3463455.810000 2.551017 0.000000 5C4225714 4 -72 
1721200204314 1721200204337 23 328985.260000 3463455.810000 2.551017 0.000000 5C4225714 4 -72 
1721200204369 1721200204387 18 328985.260000 3463455.810000 2.551017 0.000000 5C4225714 4 -72 
1721200204424 1721200204442 18 328985.260000 3463455.810000 2.552326 0.000000 5C4225714 4 -72 
1721200204479 1721200204497 18 328985.260000 3463455.810000 2.552326 0.000000 5C4225714 4 -72 
1721200204534 1721200204552 18 328985.260000 3463455.810000 2.552326 0.000000 5C4225714 4 -72 
1721200204588 1721200204606 18 328985.260000 3463455.810000 2.552326 0.000000 5C4225714 4 -72 
1721200204643 1721200204660 17 328985.260000 3463455.810000 2.551017 0.000000 5C4225714 4 -72 
1721200204698 1721200204714 16 328985.260000 3463455.810000 2.551017 0.000000 5C4225714 4 -72 
1721200204753 1721200204768 15 328985.260000 3463455.810000 2.551017 0.000000 5C4225714 4 -72 
1721200204808 1721200204827 19 328985.260000 3463455.800000 2.551017 0.000000 5C4225714 4 -72 
1721200204863 1721200204882 19 328985.260000 3463455.800000 2.551017 0.000000 5C4225714 4 -72 
1721200204918 1721200204936 18 328985.260000 3463455.810000 2.551890 0.000000 5C4225714 4 -72 
1721200204976 1721200204996 20 328985.250000 3463455.800000 2.551890 0.000000 5C4225714 4 -72 
1721200205031 1721200205049 18 328985.250000 3463455.800000 2.551890 0.000000 5C4225714 4 -72 
1721200205086 1721200205103 17 328985.260000 3463455.810000 2.552762 0.000000 5C4225714 4 -72 
1721200205141 1721200205156 15 328985.260000 3463455.810000 2.552762 0.000000 5C4225714 4 -72 
1721200205195 1721200205214 19 328985.250000 3463455.800000 2.552762 0.000000 5C4225714 4 -72 
1721200205250 1721200205268 18 328985.260000 3463455.800000 2.552762 0.000000 5C4225714 4 -72 
1721200205305 1721200205322 17 328985.260000 3463455.810000 2.550581 0.000000 5C4225714 4 -72 
1721200205360 1721200205376 16 328985.260000 3463455.810000 2.550581 0.000000 5C4225714 4 -72 
1721200205415 1721200205434 19 328985.250000 3463455.800000 2.550799 0.000000 5C4225714 4 -72 
1721200205470 1721200205488 18 328985.260000 3463455.810000 2.550799 0.000000 5C4225714 4 -72 
1721200205526 1721200205541 15 328985.250000 3463455.800000 2.550799 0.000000 5C4225714 4 -72 
1721200205581 1721200205600 19 328985.250000 3463455.800000 2.550799 0.000000 5C4225714 4 -72 
1721200205635 1721200205653 18 328985.250000 3463455.800000 2.550799 0.000000 5C4225714 4 -72 
1721200205690 1721200205714 24 328985.260000 3463455.810000 2.551453 0.000000 5C4225714 4 -72 
1721200205745 1721200205763 18 328985.250000 3463455.800000 2.551453 0.000000 5C4225714 4 -72 
1721200205800 1721200205817 17 328985.250000 3463455.800000 2.551453 0.000000 5C4225714 4 -72 
1721200205855 1721200205871 16 328985.260000 3463455.800000 2.549053 0.000000 5C4225714 4 -72 
1721200205910 1721200205925 15 328985.250000 3463455.800000 2.549053 0.000000 5C4225714 4 -72 
1721200205965 1721200205991 26 328985.250000 3463455.800000 2.549053 0.000000 5C4225714 4 -72 
1721200206019 1721200206035 16 328985.260000 3463455.800000 2.552980 0.000000 5C4225714 4 -72 
1721200206081 1721200206100 19 328985.250000 3463455.800000 2.552980 0.000000 5C4225714 4 -72 
1721200206137 1721200206155 18 328985.250000 3463455.800000 2.552980 0.000000 5C4225714 4 -72 
1721200206194 1721200206213 19 328985.250000 3463455.800000 2.552980 0.000000 5C4225714 4 -72 
1721200206249 1721200206269 20 328985.260000 3463455.800000 2.553199 0.000000 5C4225714 7 -72 
1721200206303 1721200206320 17 328985.250000 3463455.800000 2.553199 0.000000 5C4225714 7 -72 
1721200206358 1721200206375 17 328985.250000 3463455.800000 2.553199 0.000000 5C4225714 7 -72 
1721200206413 1721200206431 18 328985.260000 3463455.800000 2.553199 0.000000 5C4225714 7 -72 
1721200206468 1721200206494 26 328985.260000 3463455.800000 2.550144 0.000000 5C4225714 7 -72 
1721200206523 1721200206543 20 328985.250000 3463455.800000 2.550144 0.000000 5C4225714 7 -72 
1721200206579 1721200206596 17 328985.250000 3463455.800000 2.550144 0.000000 5C4225714 7 -72 
1721200206634 1721200206650 16 328985.260000 3463455.800000 2.550581 0.000000 5C4225714 7 -72 
1721200206688 1721200206704 16 328985.250000 3463455.800000 2.550581 0.000000 5C4225714 7 -72 
1721200206744 1721200206765 21 328985.250000 3463455.800000 2.550581 0.000000 5C4225714 7 -72 
1721200206798 1721200206814 16 328985.250000 3463455.800000 2.550581 0.000000 5C4225714 7 -72 
1721200206853 1721200206871 18 328985.260000 3463455.800000 2.552980 0.000000 5C4225714 7 -72 
1721200206909 1721200206926 17 328985.250000 3463455.800000 2.552980 0.000000 5C4225714 7 -72 
1721200206963 1721200206982 19 328985.250000 3463455.800000 2.552980 0.000000 5C4225714 7 -72 
1721200207018 1721200207043 25 328985.250000 3463455.800000 2.552980 0.000000 5C4225714 7 -72 
