pub_time(ms) sub_time(ms) utmX(m) utmY(m) heading(rad) velocity(m/s)
1689584399211 1689584399246 328957.570000 3463471.790000 2.742567 0.000000
1689584399261 1689584399325 328957.570000 3463471.790000 2.743221 0.000000
1689584399314 1689584399345 328957.570000 3463471.800000 2.743221 0.000000
1689584399362 1689584399415 328957.570000 3463471.800000 2.743221 0.000000
1689584399412 1689584399489 328957.570000 3463471.790000 2.743221 0.000000
1689584399462 1689584399499 328957.570000 3463471.790000 2.743221 0.000000
1689584399513 1689584399575 328957.570000 3463471.800000 2.743658 0.000000
1689584399564 1689584399584 328957.570000 3463471.790000 2.743658 0.000000
1689584399614 1689584399655 328957.570000 3463471.790000 2.743658 0.000000
1689584399665 1689584399724 328957.570000 3463471.800000 2.743658 0.000000
1689584399716 1689584399747 328957.570000 3463471.800000 2.743658 0.000000
1689584399766 1689584399819 328957.570000 3463471.800000 2.743658 0.000000
1689584399816 1689584399884 328957.570000 3463471.790000 2.743658 0.000000
1689584399866 1689584399902 328957.570000 3463471.800000 2.743439 0.000000
1689584399917 1689584399972 328957.570000 3463471.800000 2.743439 0.000000
1689584399967 1689584399992 328957.570000 3463471.800000 2.743439 0.000000
1689584400017 1689584400061 328957.570000 3463471.790000 2.743439 0.000000
1689584400068 1689584400137 328957.570000 3463471.800000 2.743876 0.000000
1689584400118 1689584400152 328957.570000 3463471.800000 2.743876 0.000000
1689584400169 1689584400222 328957.570000 3463471.800000 2.743876 0.000000
1689584400220 1689584400295 328957.570000 3463471.790000 2.743876 0.000000
1689584400271 1689584400295 328957.570000 3463471.790000 2.743003 0.000000
1689584400321 1689584400371 328957.570000 3463471.800000 2.743003 0.000000
1689584400321 1689584400436 328957.570000 3463471.800000 2.743003 0.000000
1689584400374 1689584400451 328957.570000 3463471.800000 2.743003 0.000000
1689584400423 1689584400528 328957.570000 3463471.800000 2.743003 0.000000
1689584400474 1689584400541 328957.570000 3463471.800000 2.742130 0.000000
1689584400525 1689584400615 328957.570000 3463471.800000 2.742130 0.000000
1689584400576 1689584400689 328957.570000 3463471.800000 2.742130 0.000000
1689584400626 1689584400699 328957.570000 3463471.800000 2.741694 0.000000
1689584400677 1689584400772 328957.560000 3463471.800000 2.741694 0.000000
1689584400727 1689584400846 328957.560000 3463471.800000 2.741694 0.000000
1689584400778 1689584400847 328957.560000 3463471.800000 2.741694 0.000000
1689584400828 1689584400919 328957.550000 3463471.800000 2.741694 0.000000
1689584400879 1689584400997 328957.540000 3463471.810000 2.744094 0.000000
1689584400929 1689584400997 328957.540000 3463471.810000 2.744094 0.000000
1689584400980 1689584401074 328957.530000 3463471.810000 2.744094 0.000000
1689584401030 1689584401149 328957.520000 3463471.810000 2.744094 0.000000
1689584401081 1689584401149 328957.500000 3463471.820000 2.743876 0.040000
1689584401131 1689584401221 328957.490000 3463471.820000 2.743876 0.160000
1689584401182 1689584401292 328957.460000 3463471.830000 2.743876 0.240000
1689584401232 1689584401307 328957.450000 3463471.850000 2.744967 0.340000
1689584401283 1689584401380 328957.430000 3463471.860000 2.744967 0.400000
1689584401334 1689584401389 328957.400000 3463471.870000 2.744967 0.500000
1689584401384 1689584401459 328957.370000 3463471.880000 2.744967 0.580000
1689584401434 1689584401539 328957.330000 3463471.890000 2.744967 0.680000
1689584401486 1689584401549 328957.290000 3463471.900000 2.742785 0.760000
1689584401536 1689584401619 328957.250000 3463471.930000 2.742785 0.860000
1689584401587 1689584401689 328957.190000 3463471.950000 2.742785 0.940000
1689584401638 1689584401704 328957.130000 3463471.970000 2.745185 1.060000
1689584401688 1689584401781 328957.080000 3463472.000000 2.745185 1.160000
1689584401739 1689584401794 328957.060000 3463472.010000 2.745185 1.260000
1689584401789 1689584401859 328956.970000 3463472.040000 2.745185 1.360000
1689584401840 1689584401936 328956.890000 3463472.080000 2.746057 1.480000
1689584401891 1689584401954 328956.810000 3463472.110000 2.746057 1.560000
1689584401941 1689584402025 328956.730000 3463472.150000 2.746057 1.680000
1689584401993 1689584402104 328956.630000 3463472.180000 2.746057 1.740000
1689584402043 1689584402104 328956.540000 3463472.220000 2.746712 1.880000
1689584402094 1689584402181 328956.420000 3463472.270000 2.746712 1.940000
1689584402145 1689584402192 328956.330000 3463472.310000 2.746712 2.040000
1689584402196 1689584402259 328956.230000 3463472.350000 2.746712 2.120000
1689584402246 1689584402329 328956.160000 3463472.380000 2.746276 2.180000
