pub_time(ms) sub_time(ms) utmX(m) utmY(m) heading(rad) velocity(m/s)
1689585750148 1689585750187 328983.350000 3463457.160000 2.540981 0.000000
1689585750199 1689585750257 328983.340000 3463457.160000 2.540981 0.000000
1689585750249 1689585750333 328983.330000 3463457.180000 2.541199 0.000000
1689585750301 1689585750333 328983.330000 3463457.180000 2.541199 0.000000
1689585750351 1689585750407 328983.320000 3463457.190000 2.541199 0.060000
1689585750401 1689585750481 328983.300000 3463457.200000 2.541199 0.060000
1689585750452 1689585750481 328983.290000 3463457.200000 2.542072 0.200000
1689585750503 1689585750555 328983.290000 3463457.210000 2.542072 0.240000
1689585750553 1689585750631 328983.270000 3463457.220000 2.542072 0.340000
1689585750603 1689585750631 328983.240000 3463457.230000 2.542072 0.380000
1689585750654 1689585750705 328983.210000 3463457.250000 2.539890 0.420000
1689585750704 1689585750781 328983.190000 3463457.270000 2.539890 0.520000
1689585750754 1689585750781 328983.160000 3463457.290000 2.539890 0.580000
1689585750804 1689585750850 328983.120000 3463457.310000 2.539890 0.680000
1689585750856 1689585750931 328983.080000 3463457.350000 2.536836 0.780000
1689585750906 1689585750945 328983.030000 3463457.380000 2.536836 0.860000
1689585750956 1689585751013 328983.000000 3463457.400000 2.536836 0.920000
1689585751006 1689585751026 328982.940000 3463457.440000 2.536836 1.040000
1689585751057 1689585751101 328982.900000 3463457.460000 2.541854 1.120000
1689585751108 1689585751174 328982.870000 3463457.480000 2.541854 1.240000
1689585751158 1689585751186 328982.820000 3463457.530000 2.541854 1.280000
1689585751208 1689585751261 328982.760000 3463457.560000 2.541854 1.380000
1689585751259 1689585751276 328982.710000 3463457.600000 2.544908 1.440000
1689585751309 1689585751345 328982.610000 3463457.670000 2.544908 1.560000
1689585751360 1689585751415 328982.530000 3463457.730000 2.544908 1.640000
1689585751410 1689585751430 328982.450000 3463457.780000 2.544908 1.720000
1689585751410 1689585751503 328982.450000 3463457.780000 2.544908 1.720000
1689585751461 1689585751573 328982.370000 3463457.830000 2.545781 1.780000
1689585751512 1689585751599 328982.330000 3463457.870000 2.545781 1.880000
1689585751563 1689585751674 328982.240000 3463457.920000 2.545781 1.940000
1689585751613 1689585751686 328982.160000 3463457.980000 2.545781 2.040000
1689585751664 1689585751757 328982.050000 3463458.060000 2.542727 2.100000
1689585751715 1689585751845 328981.960000 3463458.120000 2.542727 2.160000
1689585751764 1689585751845 328981.880000 3463458.170000 2.542727 2.220000
1689585751815 1689585751919 328981.760000 3463458.250000 2.542727 2.300000
1689585751866 1689585751930 328981.650000 3463458.330000 2.536400 2.360000
1689585751917 1689585752003 328981.550000 3463458.410000 2.536400 2.460000
1689585751971 1689585752077 328981.440000 3463458.480000 2.536400 2.520000
1689585752018 1689585752090 328981.310000 3463458.570000 2.525491 2.580000
1689585752069 1689585752163 328981.230000 3463458.640000 2.525491 2.720000
1689585752120 1689585752237 328981.160000 3463458.690000 2.525491 2.760000
1689585752171 1689585752237 328981.010000 3463458.780000 2.525491 2.840000
1689585752221 1689585752313 328980.870000 3463458.880000 2.525491 2.920000
1689585752272 1689585752403 328980.740000 3463458.970000 2.541418 3.000000
1689585752323 1689585752403 328980.610000 3463459.050000 2.541418 3.080000
1689585752373 1689585752478 328980.470000 3463459.140000 2.541418 3.160000
1689585752424 1689585752494 328980.340000 3463459.230000 2.541418 3.240000
1689585752475 1689585752567 328980.180000 3463459.360000 2.545345 3.340000
1689585752526 1689585752580 328980.030000 3463459.460000 2.545345 3.420000
1689585752577 1689585752655 328979.850000 3463459.570000 2.545345 3.540000
1689585752628 1689585752723 328979.700000 3463459.670000 2.543817 3.600000
1689585752679 1689585752738 328979.550000 3463459.790000 2.543817 3.760000
1689585752730 1689585752807 328979.490000 3463459.830000 2.543817 3.800000
1689585752780 1689585752883 328979.300000 3463459.960000 2.543817 3.860000
1689585752831 1689585752897 328979.100000 3463460.090000 2.547963 3.960000
1689585752881 1689585752960 328978.930000 3463460.220000 2.547963 4.080000
1689585752932 1689585753035 328978.760000 3463460.330000 2.547963 4.220000
1689585752983 1689585753047 328978.570000 3463460.460000 2.547963 4.280000
1689585753034 1689585753129 328978.350000 3463460.610000 2.551017 4.460000
1689585753084 1689585753139 328978.200000 3463460.710000 2.551017 4.540000
1689585753136 1689585753213 328977.970000 3463460.870000 2.551017 4.680000
1689585753185 1689585753287 328977.770000 3463461.000000 2.551017 4.780000
1689585753236 1689585753287 328977.560000 3463461.140000 2.555162 4.880000
1689585753287 1689585753357 328977.400000 3463461.250000 2.555162 5.000000
1689585753338 1689585753425 328977.190000 3463461.400000 2.555162 5.100000
1689585753388 1689585753445 328976.970000 3463461.540000 2.555162 5.260000
1689585753438 1689585753519 328976.700000 3463461.720000 2.555817 5.380000
1689585753488 1689585753534 328976.530000 3463461.850000 2.555817 5.520000
1689585753539 1689585753609 328976.200000 3463462.070000 2.555817 5.620000
1689585753589 1689585753680 328975.950000 3463462.220000 2.555817 5.760000
1689585753640 1689585753701 328975.760000 3463462.340000 2.563452 5.820000
1689585753691 1689585753771 328975.570000 3463462.490000 2.563452 5.960000
1689585753741 1689585753791 328975.410000 3463462.580000 2.563452 6.040000
1689585753792 1689585753863 328975.000000 3463462.840000 2.563452 6.200000
1689585753842 1689585753937 328974.730000 3463463.010000 2.569343 6.300000
1689585753893 1689585753953 328974.460000 3463463.200000 2.569343 6.420000
1689585753943 1689585754017 328974.130000 3463463.400000 2.569343 6.500000
1689585753994 1689585754089 328973.910000 3463463.540000 2.569343 6.600000
1689585754044 1689585754098 328973.610000 3463463.710000 2.581342 6.720000
1689585754094 1689585754175 328973.210000 3463463.970000 2.581342 6.860000
1689585754145 1689585754189 328972.910000 3463464.150000 2.581342 7.020000
1689585754195 1689585754257 328972.600000 3463464.320000 2.581342 7.140000
1689585754247 1689585754329 328972.290000 3463464.520000 2.596177 7.240000
1689585754297 1689585754344 328972.100000 3463464.620000 2.596177 7.400000
1689585754348 1689585754415 328971.830000 3463464.770000 2.596177 7.500000
1689585754399 1689585754491 328971.370000 3463465.030000 2.596177 7.620000
1689585754450 1689585754491 328971.030000 3463465.220000 2.618212 7.740000
1689585754500 1689585754560 328970.690000 3463465.410000 2.618212 7.880000
1689585754551 1689585754633 328970.270000 3463465.630000 2.618212 7.960000
1689585754602 1689585754641 328969.980000 3463465.780000 2.618212 8.080000
1689585754653 1689585754711 328969.610000 3463465.960000 2.643956 8.180000
1689585754704 1689585754779 328969.090000 3463466.230000 2.643956 8.360000
1689585754755 1689585754793 328968.790000 3463466.380000 2.643956 8.480000
1689585754806 1689585754879 328968.320000 3463466.600000 2.643956 8.640000
1689585754857 1689585754888 328968.080000 3463466.720000 2.670572 8.780000
1689585754907 1689585754955 328967.690000 3463466.910000 2.670572 8.880000
1689585754958 1689585755031 328967.200000 3463467.130000 2.670572 9.020000
1689585755009 1689585755043 328966.860000 3463467.280000 2.670572 9.160000
1689585755059 1689585755115 328966.440000 3463467.460000 2.699588 9.260000
1689585755110 1689585755191 328965.840000 3463467.730000 2.699588 9.400000
1689585755161 1689585755200 328965.410000 3463467.900000 2.699588 9.520000
1689585755211 1689585755273 328965.050000 3463468.050000 2.699588 9.640000
1689585755261 1689585755288 328964.510000 3463468.270000 2.730568 9.740000
1689585755312 1689585755363 328964.330000 3463468.350000 2.730568 9.860000
1689585755364 1689585755437 328963.770000 3463468.560000 2.730568 10.020000
1689585755414 1689585755447 328963.210000 3463468.770000 2.730568 10.160000
1689585755464 1689585755525 328962.830000 3463468.910000 2.760238 10.240000
1689585755514 1689585755540 328962.450000 3463469.060000 2.760238 10.380000
1689585755564 1689585755611 328961.650000 3463469.340000 2.760238 10.480000
1689585755615 1689585755685 328961.160000 3463469.510000 2.760238 10.620000
1689585755665 1689585755696 328960.650000 3463469.690000 2.791218 10.720000
1689585755715 1689585755765 328960.650000 3463469.690000 2.791218 10.900000
1689585755766 1689585755839 328959.620000 3463470.010000 2.791218 11.040000
1689585755817 1689585755848 328958.980000 3463470.210000 2.819798 11.060000
1689585755867 1689585755920 328958.440000 3463470.390000 2.819798 11.100000
1689585755918 1689585755993 328958.010000 3463470.510000 2.819798 11.180000
1689585755970 1689585756005 328957.690000 3463470.600000 2.819798 11.240000
1689585756020 1689585756075 328957.040000 3463470.790000 2.819798 11.240000
1689585756070 1689585756095 328956.600000 3463470.910000 2.849905 11.280000
1689585756121 1689585756158 328955.830000 3463471.130000 2.849905 11.300000
1689585756171 1689585756229 328955.280000 3463471.270000 2.849905 11.300000
1689585756223 1689585756243 328954.730000 3463471.410000 2.849905 11.300000
1689585756273 1689585756317 328954.300000 3463471.530000 2.876957 11.280000
1689585756324 1689585756389 328953.750000 3463471.670000 2.876957 11.300000
1689585756375 1689585756404 328952.970000 3463471.860000 2.876957 11.300000
1689585756426 1689585756470 328952.420000 3463471.990000 2.897901 11.260000
1689585756426 1689585756545 328952.420000 3463471.990000 2.897901 11.260000
1689585756526 1689585756555 328951.320000 3463472.260000 2.897901 11.340000
1689585756576 1689585756629 328951.090000 3463472.300000 2.897901 11.240000
1689585756627 1689585756643 328950.110000 3463472.520000 2.919500 11.240000
1689585756627 1689585756717 328950.110000 3463472.520000 2.919500 11.240000
1689585756677 1689585756789 328949.560000 3463472.640000 2.919500 11.240000
1689585756727 1689585756798 328949.000000 3463472.760000 2.919500 11.180000
1689585756778 1689585756877 328949.000000 3463472.760000 2.919500 11.160000
1689585756829 1689585756949 328948.440000 3463472.870000 2.919500 11.160000
1689585756880 1689585756949 328947.570000 3463473.050000 2.942843 11.140000
1689585756930 1689585757019 328947.240000 3463473.110000 2.942843 11.120000
1689585756981 1689585757088 328946.360000 3463473.270000 2.942843 11.100000
1689585757031 1689585757103 328945.820000 3463473.350000 2.962478 11.120000
1689585757083 1689585757177 328945.260000 3463473.460000 2.962478 11.120000
1689585757133 1689585757257 328944.600000 3463473.560000 2.962478 11.100000
1689585757183 1689585757257 328944.270000 3463473.610000 2.962478 11.080000
1689585757233 1689585757325 328943.500000 3463473.730000 2.985604 11.080000
1689585757283 1689585757399 328942.950000 3463473.810000 2.985604 11.120000
1689585757334 1689585757399 328942.280000 3463473.900000 2.985604 11.080000
1689585757385 1689585757476 328941.730000 3463473.980000 2.985604 11.060000
1689585757435 1689585757551 328941.180000 3463474.040000 3.012438 11.060000
1689585757486 1689585757551 328940.630000 3463474.100000 3.012438 11.060000
1689585757536 1689585757623 328940.080000 3463474.170000 3.012438 11.020000
1689585757586 1689585757693 328939.850000 3463474.180000 3.012438 11.060000
1689585757636 1689585757710 328939.190000 3463474.250000 3.036437 11.020000
1689585757687 1689585757784 328938.630000 3463474.300000 3.036437 11.020000
1689585757737 1689585757795 328938.190000 3463474.340000 3.036437 11.000000
1689585757788 1689585757871 328937.420000 3463474.400000 3.036437 11.040000
1689585757838 1689585757953 328936.860000 3463474.440000 3.063053 11.020000
1689585757889 1689585757967 328936.310000 3463474.470000 3.063053 11.000000
1689585757940 1689585758028 328935.760000 3463474.510000 3.063053 11.000000
1689585757990 1689585758103 328935.090000 3463474.540000 3.063053 11.000000
1689585758041 1689585758103 328934.540000 3463474.560000 3.087706 11.000000
1689585758091 1689585758177 328933.990000 3463474.580000 3.087706 10.980000
1689585758142 1689585758249 328933.550000 3463474.590000 3.087706 10.980000
1689585758192 1689585758264 328933.000000 3463474.590000 3.087706 10.980000
1689585758242 1689585758333 328932.560000 3463474.600000 3.115849 10.960000
1689585758293 1689585758345 328932.340000 3463474.590000 3.115849 10.920000
1689585758343 1689585758421 328931.340000 3463474.600000 3.115849 10.900000
1689585758394 1689585758490 328930.800000 3463474.590000 3.115849 10.900000
1689585758445 1689585758506 328930.250000 3463474.570000 3.141156 10.840000
1689585758495 1689585758579 328929.700000 3463474.570000 3.141156 10.840000
1689585758546 1689585758653 328929.150000 3463474.550000 3.141156 10.880000
1689585758596 1689585758653 328928.500000 3463474.520000 3.141156 10.840000
1689585758647 1689585758727 328928.280000 3463474.510000 3.141156 10.820000
1689585758697 1689585758795 328927.410000 3463474.460000 -3.112358 10.820000
1689585758747 1689585758815 328926.870000 3463474.440000 -3.112358 10.780000
1689585758798 1689585758878 328926.220000 3463474.400000 -3.112358 10.760000
1689585758849 1689585758953 328925.670000 3463474.360000 -3.084215 10.760000
1689585758900 1689585758967 328925.140000 3463474.320000 -3.084215 10.760000
1689585758950 1689585759043 328924.600000 3463474.280000 -3.084215 10.720000
1689585759000 1689585759058 328924.280000 3463474.250000 -3.084215 10.720000
1689585759051 1689585759135 328923.530000 3463474.180000 -3.060871 10.720000
1689585759101 1689585759157 328922.880000 3463474.120000 -3.060871 10.720000
1689585759152 1689585759235 328922.670000 3463474.090000 -3.060871 10.680000
1689585759203 1689585759250 328922.240000 3463474.040000 -3.060871 10.640000
1689585759253 1689585759333 328921.500000 3463473.950000 -3.037746 10.640000
1689585759303 1689585759407 328920.960000 3463473.890000 -3.037746 10.660000
1689585759354 1689585759407 328920.430000 3463473.820000 -3.037746 10.660000
1689585759405 1689585759475 328920.010000 3463473.760000 -3.037746 10.660000
1689585759456 1689585759551 328919.260000 3463473.650000 -3.011129 10.620000
1689585759506 1689585759560 328918.740000 3463473.570000 -3.011129 10.640000
1689585759557 1689585759635 328918.320000 3463473.500000 -3.011129 10.600000
1689585759607 1689585759715 328917.690000 3463473.400000 -3.011129 10.600000
1689585759658 1689585759715 328917.160000 3463473.310000 -2.988004 10.560000
1689585759709 1689585759787 328916.530000 3463473.200000 -2.988004 10.560000
1689585759759 1689585759800 328916.010000 3463473.100000 -2.988004 10.560000
1689585759810 1689585759879 328915.590000 3463473.020000 -2.988004 10.560000
1689585759860 1689585759947 328915.070000 3463472.910000 -2.958769 10.560000
1689585759911 1689585759963 328914.450000 3463472.780000 -2.958769 10.580000
1689585759961 1689585760043 328913.920000 3463472.670000 -2.958769 10.560000
1689585760012 1689585760060 328913.300000 3463472.530000 -2.933462 10.560000
1689585760063 1689585760133 328912.790000 3463472.410000 -2.933462 10.560000
1689585760114 1689585760207 328912.270000 3463472.280000 -2.933462 10.560000
1689585760164 1689585760208 328911.750000 3463472.160000 -2.933462 10.560000
1689585760214 1689585760283 328911.450000 3463472.090000 -2.933462 10.540000
1689585760265 1689585760354 328910.930000 3463471.950000 -2.918627 10.540000
1689585760316 1689585760369 328910.520000 3463471.850000 -2.918627 10.560000
1689585760366 1689585760440 328909.810000 3463471.650000 -2.918627 10.560000
1689585760417 1689585760455 328909.400000 3463471.540000 -2.918627 10.560000
1689585760467 1689585760529 328908.890000 3463471.400000 -2.875866 10.560000
1689585760517 1689585760600 328908.280000 3463471.220000 -2.875866 10.560000
1689585760568 1689585760615 328907.670000 3463471.040000 -2.875866 10.560000
1689585760619 1689585760684 328907.160000 3463470.880000 -2.855359 10.560000
1689585760671 1689585760757 328906.760000 3463470.750000 -2.855359 10.540000
1689585760721 1689585760766 328906.250000 3463470.600000 -2.855359 10.540000
1689585760772 1689585760835 328905.750000 3463470.440000 -2.855359 10.540000
1689585760823 1689585760909 328905.150000 3463470.240000 -2.830706 10.560000
1689585760874 1689585760909 328904.740000 3463470.100000 -2.830706 10.560000
1689585760925 1689585760983 328904.040000 3463469.860000 -2.830706 10.560000
1689585760975 1689585761063 328903.540000 3463469.680000 -2.830706 10.560000
1689585761026 1689585761063 328903.140000 3463469.530000 -2.804526 10.560000
1689585761077 1689585761136 328902.950000 3463469.460000 -2.804526 10.560000
1689585761128 1689585761209 328902.250000 3463469.200000 -2.804526 10.560000
1689585761179 1689585761224 328901.750000 3463469.020000 -2.804526 10.560000
1689585761229 1689585761294 328901.360000 3463468.860000 -2.804526 10.560000
1689585761280 1689585761305 328900.760000 3463468.620000 -2.779437 10.600000
1689585761331 1689585761375 328900.160000 3463468.390000 -2.779437 10.560000
1689585761382 1689585761449 328899.670000 3463468.190000 -2.779437 10.620000
1689585761432 1689585761463 328899.180000 3463467.980000 -2.752602 10.600000
1689585761483 1689585761529 328899.180000 3463467.980000 -2.752602 10.580000
1689585761534 1689585761600 328898.100000 3463467.520000 -2.752602 10.620000
1689585761584 1689585761621 328897.710000 3463467.350000 -2.752602 10.620000
1689585761635 1689585761685 328897.230000 3463467.140000 -2.732967 10.640000
1689585761685 1689585761755 328896.550000 3463466.830000 -2.732967 10.620000
1689585761736 1689585761770 328896.060000 3463466.600000 -2.732967 10.620000
1689585761787 1689585761844 328895.870000 3463466.510000 -2.732967 10.620000
1689585761838 1689585761863 328895.380000 3463466.280000 -2.732967 10.640000
1689585761890 1689585761933 328894.800000 3463466.000000 -2.709405 10.600000
1689585761940 1689585762013 328894.220000 3463465.720000 -2.709405 10.640000
1689585761991 1689585762013 328894.030000 3463465.630000 -2.709405 10.640000
1689585762041 1689585762087 328893.260000 3463465.250000 -2.690643 10.660000
1689585762091 1689585762155 328892.780000 3463465.000000 -2.690643 10.660000
1689585762141 1689585762167 328892.210000 3463464.710000 -2.690643 10.700000
1689585762192 1689585762240 328891.740000 3463464.470000 -2.690643 10.700000
1689585762242 1689585762315 328891.350000 3463464.260000 -2.665554 10.700000
1689585762293 1689585762315 328890.790000 3463463.960000 -2.665554 10.700000
1689585762343 1689585762388 328890.220000 3463463.650000 -2.665554 10.660000
