pub_time(ms) sub_time(ms) utmX(m) utmY(m) heading(rad) velocity(m/s)
1689583183677 1689583183712 328983.270000 3463457.340000 2.504547 0.000000
1689583183727 1689583183784 328983.270000 3463457.340000 2.504547 0.000000
1689583183777 1689583183800 328983.270000 3463457.340000 2.504547 0.000000
1689583183828 1689583183868 328983.280000 3463457.340000 2.504547 0.000000
1689583183828 1689583183950 328983.280000 3463457.340000 2.504547 0.000000
1689583183879 1689583183950 328983.270000 3463457.340000 2.504984 0.000000
1689583183930 1689583184024 328983.270000 3463457.340000 2.504984 0.000000
1689583183980 1689583184096 328983.270000 3463457.340000 2.504984 0.000000
1689583184031 1689583184108 328983.280000 3463457.340000 2.504766 0.000000
1689583184082 1689583184180 328983.270000 3463457.340000 2.504766 0.000000
1689583184134 1689583184256 328983.270000 3463457.340000 2.504766 0.000000
1689583184185 1689583184256 328983.270000 3463457.340000 2.504766 0.000000
1689583184234 1689583184330 328983.280000 3463457.340000 2.504766 0.000000
1689583184285 1689583184406 328983.270000 3463457.340000 2.504984 0.000000
1689583184336 1689583184406 328983.270000 3463457.340000 2.504984 0.000000
1689583184386 1689583184477 328983.270000 3463457.340000 2.504984 0.000000
1689583184436 1689583184552 328983.280000 3463457.340000 2.504984 0.000000
1689583184486 1689583184552 328983.270000 3463457.340000 2.503238 0.000000
1689583184537 1689583184633 328983.270000 3463457.340000 2.503238 0.000000
1689583184588 1689583184648 328983.280000 3463457.340000 2.503238 0.000000
1689583184639 1689583184720 328983.280000 3463457.340000 2.503238 0.000000
1689583184688 1689583184792 328983.280000 3463457.340000 2.503238 0.000000
1689583184739 1689583184805 328983.270000 3463457.340000 2.503238 0.000000
1689583184789 1689583184875 328983.270000 3463457.340000 2.503238 0.000000
1689583184840 1689583184950 328983.280000 3463457.340000 2.503238 0.000000
1689583184891 1689583184960 328983.270000 3463457.340000 2.503675 0.000000
1689583184941 1689583185032 328983.270000 3463457.340000 2.503675 0.000000
1689583184992 1689583185108 328983.270000 3463457.340000 2.503675 0.000000
1689583185042 1689583185108 328983.280000 3463457.340000 2.503238 0.000000
1689583185094 1689583185188 328983.270000 3463457.340000 2.503238 0.000000
1689583185144 1689583185203 328983.270000 3463457.340000 2.503238 0.000000
1689583185195 1689583185272 328983.270000 3463457.340000 2.503238 0.000000
1689583185245 1689583185342 328983.280000 3463457.340000 2.503238 0.000000
1689583185296 1689583185358 328983.270000 3463457.340000 2.505420 0.000000
1689583185347 1689583185432 328983.270000 3463457.340000 2.505420 0.000000
1689583185397 1689583185506 328983.280000 3463457.340000 2.505420 0.000000
1689583185448 1689583185506 328983.280000 3463457.340000 2.503893 0.000000
1689583185499 1689583185576 328983.270000 3463457.340000 2.503893 0.000000
1689583185549 1689583185656 328983.280000 3463457.340000 2.503893 0.000000
1689583185600 1689583185656 328983.280000 3463457.340000 2.503893 0.000000
1689583185651 1689583185730 328983.280000 3463457.340000 2.504111 0.000000
1689583185701 1689583185803 328983.280000 3463457.340000 2.504111 0.000000
1689583185752 1689583185818 328983.270000 3463457.340000 2.504111 0.000000
1689583185803 1689583185888 328983.280000 3463457.340000 2.504111 0.000000
1689583185853 1689583185903 328983.280000 3463457.340000 2.505420 0.000000
1689583185904 1689583185974 328983.270000 3463457.340000 2.505420 0.000000
1689583185954 1689583186046 328983.270000 3463457.340000 2.505420 0.000000
1689583186005 1689583186056 328983.280000 3463457.340000 2.505420 0.000000
1689583186055 1689583186122 328983.280000 3463457.340000 2.504111 0.000000
1689583186106 1689583186198 328983.270000 3463457.340000 2.504111 0.000000
1689583186156 1689583186210 328983.270000 3463457.340000 2.504111 0.000000
1689583186207 1689583186280 328983.270000 3463457.340000 2.504111 0.000000
1689583186258 1689583186354 328983.260000 3463457.340000 2.503675 0.000000
1689583186308 1689583186365 328983.260000 3463457.350000 2.503675 0.000000
1689583186359 1689583186440 328983.260000 3463457.350000 2.503675 0.000000
1689583186410 1689583186450 328983.260000 3463457.350000 2.503675 0.000000
1689583186460 1689583186528 328983.250000 3463457.350000 2.505202 0.000000
1689583186510 1689583186600 328983.240000 3463457.370000 2.505202 0.000000
1689583186561 1689583186614 328983.230000 3463457.380000 2.505202 0.000000
1689583186612 1689583186678 328983.210000 3463457.390000 2.505202 0.080000
1689583186663 1689583186760 328983.210000 3463457.390000 2.502366 0.240000
1689583186715 1689583186782 328983.200000 3463457.400000 2.502366 0.300000
1689583186765 1689583186858 328983.170000 3463457.420000 2.502366 0.360000
1689583186815 1689583186870 328983.140000 3463457.430000 2.502366 0.480000
1689583186866 1689583186938 328983.120000 3463457.460000 2.504111 0.540000
1689583186917 1689583187012 328983.090000 3463457.470000 2.504111 0.620000
1689583186967 1689583187012 328983.060000 3463457.500000 2.504111 0.680000
1689583187018 1689583187088 328983.020000 3463457.540000 2.504111 0.760000
1689583187068 1689583187162 328982.990000 3463457.560000 2.504329 0.840000
1689583187119 1689583187162 328982.920000 3463457.590000 2.504329 0.920000
1689583187170 1689583187232 328982.890000 3463457.630000 2.504329 0.980000
1689583187221 1689583187306 328982.850000 3463457.650000 2.504329 1.080000
1689583187274 1689583187316 328982.810000 3463457.680000 2.501057 1.120000
1689583187322 1689583187390 328982.770000 3463457.720000 2.501057 1.220000
1689583187374 1689583187464 328982.700000 3463457.760000 2.501057 1.260000
1689583187424 1689583187464 328982.640000 3463457.810000 2.501057 1.320000
1689583187474 1689583187542 328982.590000 3463457.840000 2.498657 1.380000
1689583187524 1689583187558 328982.510000 3463457.910000 2.498657 1.440000
1689583187576 1689583187627 328982.440000 3463457.950000 2.498657 1.500000
1689583187626 1689583187697 328982.380000 3463458.000000 2.498657 1.560000
1689583187677 1689583187720 328982.300000 3463458.070000 2.494948 1.620000
1689583187727 1689583187794 328982.270000 3463458.090000 2.494948 1.680000
1689583187777 1689583187810 328982.170000 3463458.160000 2.494948 1.720000
1689583187828 1689583187878 328982.110000 3463458.200000 2.494948 1.760000
1689583187880 1689583187948 328982.040000 3463458.260000 2.501929 1.820000
1689583187930 1689583187968 328981.950000 3463458.330000 2.501929 1.880000
1689583187980 1689583188033 328981.910000 3463458.360000 2.501929 1.920000
1689583188032 1689583188103 328981.790000 3463458.440000 2.501929 1.980000
1689583188082 1689583188118 328981.720000 3463458.500000 2.515019 2.040000
1689583188133 1689583188188 328981.610000 3463458.580000 2.515019 2.080000
1689583188183 1689583188273 328981.510000 3463458.650000 2.515019 2.120000
1689583188234 1689583188273 328981.450000 3463458.690000 2.515019 2.180000
1689583188284 1689583188343 328981.370000 3463458.760000 2.514147 2.220000
1689583188336 1689583188418 328981.280000 3463458.830000 2.514147 2.300000
1689583188386 1689583188418 328981.160000 3463458.910000 2.514147 2.320000
1689583188436 1689583188490 328981.060000 3463458.980000 2.514147 2.400000
1689583188487 1689583188570 328981.020000 3463459.010000 2.510002 2.480000
1689583188538 1689583188570 328980.860000 3463459.130000 2.510002 2.500000
1689583188588 1689583188647 328980.730000 3463459.220000 2.510002 2.560000
1689583188639 1689583188664 328980.630000 3463459.300000 2.507820 2.620000
1689583188689 1689583188737 328980.510000 3463459.390000 2.507820 2.660000
1689583188740 1689583188807 328980.380000 3463459.490000 2.507820 2.740000
1689583188790 1689583188820 328980.260000 3463459.560000 2.507820 2.780000
1689583188841 1689583188894 328980.150000 3463459.660000 2.511529 2.840000
1689583188892 1689583188966 328980.070000 3463459.710000 2.511529 2.920000
1689583188942 1689583188966 328979.950000 3463459.800000 2.511529 2.940000
1689583188992 1689583189040 328979.830000 3463459.890000 2.511529 3.000000
1689583189043 1689583189113 328979.720000 3463459.960000 2.511529 3.080000
1689583189093 1689583189127 328979.550000 3463460.100000 2.518728 3.140000
1689583189144 1689583189198 328979.410000 3463460.190000 2.518728 3.160000
1689583189193 1689583189213 328979.250000 3463460.300000 2.518728 3.240000
1689583189245 1689583189283 328979.120000 3463460.390000 2.525273 3.280000
1689583189245 1689583189358 328979.120000 3463460.390000 2.525273 3.280000
1689583189346 1689583189372 328978.810000 3463460.620000 2.525273 3.380000
1689583189346 1689583189448 328978.810000 3463460.620000 2.525273 3.380000
1689583189397 1689583189461 328978.730000 3463460.680000 2.525273 3.420000
1689583189447 1689583189531 328978.580000 3463460.780000 2.529418 3.480000
1689583189498 1689583189608 328978.430000 3463460.880000 2.529418 3.540000
1689583189547 1689583189620 328978.280000 3463460.980000 2.529418 3.580000
1689583189598 1689583189688 328978.130000 3463461.090000 2.529418 3.620000
1689583189650 1689583189757 328977.980000 3463461.190000 2.536400 3.660000
1689583189699 1689583189773 328977.880000 3463461.260000 2.536400 3.720000
1689583189750 1689583189842 328977.630000 3463461.420000 2.536400 3.760000
1689583189800 1689583189918 328977.470000 3463461.520000 2.536400 3.800000
1689583189851 1689583189930 328977.280000 3463461.640000 2.543381 3.820000
1689583189903 1689583189997 328977.170000 3463461.710000 2.543381 3.900000
1689583189953 1689583190072 328977.000000 3463461.820000 2.543381 3.940000
1689583190004 1689583190072 328976.800000 3463461.950000 2.543381 4.000000
1689583190055 1689583190144 328976.630000 3463462.050000 2.552326 4.040000
1689583190106 1689583190216 328976.460000 3463462.180000 2.552326 4.100000
1689583190156 1689583190230 328976.320000 3463462.260000 2.552326 4.120000
1689583190206 1689583190298 328976.080000 3463462.420000 2.552326 4.160000
1689583190257 1689583190372 328976.000000 3463462.460000 2.552326 4.180000
1689583190307 1689583190372 328975.680000 3463462.670000 2.564761 4.200000
1689583190358 1689583190452 328975.530000 3463462.760000 2.564761 4.260000
1689583190409 1689583190468 328975.390000 3463462.850000 2.564761 4.320000
1689583190460 1689583190543 328975.130000 3463463.020000 2.569779 4.360000
1689583190511 1689583190618 328975.090000 3463463.040000 2.569779 4.420000
1689583190561 1689583190618 328974.860000 3463463.190000 2.569779 4.460000
1689583190612 1689583190688 328974.590000 3463463.350000 2.569779 4.480000
1689583190663 1689583190760 328974.400000 3463463.470000 2.575670 4.500000
1689583190713 1689583190774 328974.200000 3463463.600000 2.575670 4.540000
1689583190764 1689583190840 328973.970000 3463463.750000 2.575670 4.580000
1689583190815 1689583190916 328973.810000 3463463.840000 2.575670 4.620000
1689583190866 1689583190925 328973.570000 3463463.990000 2.587451 4.640000
1689583190917 1689583190997 328973.330000 3463464.140000 2.587451 4.640000
1689583190967 1689583191072 328973.170000 3463464.230000 2.587451 4.640000
1689583191018 1689583191072 328973.090000 3463464.280000 2.587451 4.640000
1689583191068 1689583191146 328972.850000 3463464.420000 2.593996 4.640000
1689583191119 1689583191215 328972.650000 3463464.550000 2.593996 4.640000
1689583191169 1689583191230 328972.410000 3463464.690000 2.593996 4.640000
1689583191220 1689583191302 328972.170000 3463464.830000 2.593996 4.620000
1689583191271 1689583191317 328971.970000 3463464.960000 2.599668 4.600000
1689583191322 1689583191386 328971.730000 3463465.090000 2.599668 4.580000
1689583191373 1689583191462 328971.700000 3463465.120000 2.599668 4.580000
1689583191424 1689583191470 328971.340000 3463465.320000 2.599668 4.540000
1689583191474 1689583191545 328971.220000 3463465.390000 2.608613 4.540000
1689583191526 1689583191620 328971.030000 3463465.510000 2.608613 4.540000
1689583191575 1689583191628 328970.910000 3463465.580000 2.608613 4.520000
1689583191625 1689583191702 328970.590000 3463465.770000 2.608613 4.520000
1689583191677 1689583191778 328970.390000 3463465.880000 2.617776 4.520000
1689583191727 1689583191780 328970.160000 3463466.020000 2.617776 4.520000
1689583191778 1689583191854 328969.960000 3463466.120000 2.617776 4.520000
1689583191829 1689583191868 328969.810000 3463466.210000 2.617776 4.520000
1689583191879 1689583191945 328969.530000 3463466.370000 2.623666 4.540000
1689583191930 1689583192022 328969.330000 3463466.480000 2.623666 4.560000
1689583191982 1689583192032 328969.240000 3463466.530000 2.623666 4.600000
1689583192032 1689583192108 328968.960000 3463466.680000 2.623666 4.600000
1689583192083 1689583192120 328968.850000 3463466.750000 2.632829 4.640000
1689583192134 1689583192198 328968.590000 3463466.890000 2.632829 4.640000
1689583192184 1689583192278 328968.350000 3463467.020000 2.632829 4.660000
1689583192235 1689583192278 328968.190000 3463467.110000 2.632829 4.700000
1689583192286 1689583192348 328967.970000 3463467.230000 2.641556 4.700000
1689583192336 1689583192418 328967.680000 3463467.380000 2.641556 4.700000
