pub_time(ms) sub_time(ms) utmX(m) utmY(m) heading(rad) velocity(m/s)
1689583586825 1689583586876 328986.480000 3463454.540000 2.517856 0.000000
1689583586876 1689583586948 328986.480000 3463454.540000 2.518510 0.000000
1689583586926 1689583586958 328986.480000 3463454.540000 2.518510 0.000000
1689583586977 1689583587030 328986.480000 3463454.540000 2.518510 0.000000
1689583587027 1689583587098 328986.480000 3463454.540000 2.518510 0.000000
1689583587079 1689583587114 328986.480000 3463454.550000 2.518946 0.000000
1689583587129 1689583587187 328986.480000 3463454.550000 2.518946 0.000000
1689583587179 1689583587200 328986.480000 3463454.550000 2.518946 0.000000
1689583587230 1689583587273 328986.480000 3463454.550000 2.517856 0.000000
1689583587282 1689583587344 328986.480000 3463454.550000 2.517856 0.000000
1689583587332 1689583587361 328986.470000 3463454.550000 2.517856 0.000000
1689583587382 1689583587431 328986.470000 3463454.550000 2.517856 0.000000
1689583587432 1689583587498 328986.460000 3463454.560000 2.517856 0.000000
1689583587483 1689583587517 328986.460000 3463454.560000 2.518292 0.000000
1689583587533 1689583587586 328986.450000 3463454.560000 2.518292 0.000000
1689583587583 1689583587658 328986.440000 3463454.570000 2.518292 0.000000
1689583587633 1689583587658 328986.430000 3463454.590000 2.518292 0.060000
1689583587684 1689583587724 328986.420000 3463454.600000 2.518292 0.080000
1689583587735 1689583587797 328986.420000 3463454.600000 2.518292 0.200000
1689583587786 1689583587813 328986.400000 3463454.610000 2.518292 0.240000
1689583587836 1689583587884 328986.380000 3463454.630000 2.518946 0.280000
1689583587836 1689583587964 328986.380000 3463454.630000 2.518946 0.280000
1689583587889 1689583587964 328986.360000 3463454.640000 2.518946 0.300000
1689583587941 1689583588048 328986.350000 3463454.650000 2.518946 0.360000
1689583587992 1689583588063 328986.330000 3463454.660000 2.518946 0.400000
1689583588042 1689583588126 328986.300000 3463454.680000 2.518946 0.420000
1689583588092 1689583588197 328986.280000 3463454.700000 2.517419 0.460000
1689583588143 1689583588208 328986.280000 3463454.710000 2.517419 0.480000
1689583588194 1689583588283 328986.230000 3463454.740000 2.517419 0.520000
1689583588245 1689583588357 328986.200000 3463454.760000 2.516328 0.540000
1689583588295 1689583588368 328986.180000 3463454.790000 2.516328 0.580000
1689583588345 1689583588447 328986.150000 3463454.800000 2.516328 0.640000
1689583588397 1689583588465 328986.120000 3463454.830000 2.516328 0.680000
1689583588447 1689583588533 328986.090000 3463454.860000 2.520474 0.720000
1689583588498 1689583588610 328986.050000 3463454.890000 2.520474 0.760000
1689583588549 1689583588623 328986.050000 3463454.890000 2.520474 0.780000
1689583588599 1689583588696 328985.990000 3463454.940000 2.520474 0.840000
1689583588651 1689583588706 328985.950000 3463454.960000 2.521346 0.840000
1689583588701 1689583588779 328985.910000 3463454.990000 2.521346 0.880000
1689583588751 1689583588853 328985.880000 3463455.030000 2.521346 0.920000
1689583588802 1689583588863 328985.830000 3463455.060000 2.521346 0.960000
1689583588853 1689583588936 328985.780000 3463455.100000 2.520474 1.000000
1689583588904 1689583589015 328985.740000 3463455.140000 2.520474 1.020000
1689583588955 1689583589016 328985.690000 3463455.170000 2.520474 1.060000
1689583589006 1689583589090 328985.640000 3463455.210000 2.520474 1.100000
1689583589056 1689583589168 328985.600000 3463455.240000 2.515892 1.100000
1689583589107 1689583589168 328985.540000 3463455.290000 2.515892 1.140000
1689583589158 1689583589243 328985.510000 3463455.310000 2.515892 1.160000
1689583589208 1689583589255 328985.490000 3463455.320000 2.515892 1.200000
1689583589259 1689583589327 328985.410000 3463455.390000 2.519165 1.220000
1689583589309 1689583589404 328985.360000 3463455.420000 2.519165 1.260000
1689583589360 1689583589415 328985.300000 3463455.480000 2.519165 1.260000
1689583589411 1689583589484 328985.260000 3463455.500000 2.519165 1.280000
1689583589461 1689583589566 328985.190000 3463455.560000 2.516328 1.320000
1689583589512 1689583589566 328985.140000 3463455.600000 2.516328 1.340000
1689583589562 1689583589638 328985.060000 3463455.650000 2.516328 1.360000
1689583589613 1689583589716 328985.010000 3463455.700000 2.516328 1.400000
1689583589664 1689583589716 328984.930000 3463455.750000 2.515456 1.440000
1689583589716 1689583589783 328984.860000 3463455.800000 2.515456 1.440000
1689583589766 1689583589857 328984.810000 3463455.840000 2.515456 1.500000
1689583589818 1689583589873 328984.770000 3463455.880000 2.515456 1.540000
1689583589867 1689583589943 328984.700000 3463455.920000 2.517201 1.580000
1689583589918 1689583589959 328984.620000 3463455.980000 2.517201 1.620000
1689583589968 1689583590038 328984.560000 3463456.020000 2.517201 1.680000
1689583590019 1689583590113 328984.490000 3463456.070000 2.517201 1.700000
1689583590070 1689583590127 328984.380000 3463456.150000 2.514801 1.740000
1689583590120 1689583590194 328984.340000 3463456.180000 2.514801 1.800000
1689583590171 1689583590274 328984.250000 3463456.250000 2.514801 1.860000
1689583590222 1689583590274 328984.220000 3463456.270000 2.514801 1.900000
1689583590272 1689583590343 328984.100000 3463456.350000 2.518074 1.960000
1689583590323 1689583590426 328984.010000 3463456.430000 2.518074 2.000000
1689583590373 1689583590426 328983.950000 3463456.470000 2.518074 2.060000
1689583590424 1689583590504 328983.870000 3463456.530000 2.518074 2.100000
1689583590474 1689583590515 328983.740000 3463456.630000 2.521346 2.140000
1689583590524 1689583590587 328983.640000 3463456.700000 2.521346 2.180000
1689583590576 1689583590665 328983.570000 3463456.760000 2.521346 2.220000
1689583590627 1689583590678 328983.470000 3463456.830000 2.521346 2.280000
1689583590677 1689583590755 328983.340000 3463456.920000 2.527673 2.320000
1689583590729 1689583590766 328983.240000 3463457.000000 2.527673 2.360000
1689583590779 1689583590841 328983.130000 3463457.070000 2.527673 2.420000
1689583590830 1689583590910 328983.080000 3463457.110000 2.527673 2.460000
1689583590881 1689583590925 328983.010000 3463457.160000 2.530073 2.520000
1689583590932 1689583590993 328982.850000 3463457.280000 2.530073 2.540000
1689583590982 1689583591071 328982.740000 3463457.360000 2.530073 2.580000
1689583591032 1689583591071 328982.650000 3463457.420000 2.530073 2.640000
1689583591082 1689583591144 328982.490000 3463457.530000 2.525273 2.660000
1689583591133 1689583591218 328982.380000 3463457.610000 2.525273 2.740000
1689583591184 1689583591218 328982.270000 3463457.700000 2.525273 2.780000
1689583591234 1689583591291 328982.170000 3463457.760000 2.525273 2.820000
1689583591286 1689583591359 328982.000000 3463457.880000 2.517856 2.900000
1689583591336 1689583591374 328981.880000 3463457.960000 2.517856 2.920000
1689583591388 1689583591451 328981.810000 3463458.020000 2.517856 2.980000
1689583591438 1689583591466 328981.760000 3463458.050000 2.517856 3.000000
1689583591489 1689583591540 328981.530000 3463458.220000 2.520255 3.060000
1689583591539 1689583591610 328981.400000 3463458.320000 2.520255 3.100000
1689583591589 1689583591626 328981.280000 3463458.410000 2.520255 3.160000
1689583591639 1689583591695 328981.170000 3463458.490000 2.520255 3.180000
1689583591690 1689583591784 328980.980000 3463458.620000 2.520474 3.260000
1689583591742 1689583591784 328980.900000 3463458.680000 2.520474 3.320000
1689583591792 1689583591859 328980.760000 3463458.780000 2.520474 3.340000
1689583591843 1689583591870 328980.680000 3463458.840000 2.520474 3.380000
1689583591894 1689583591944 328980.480000 3463458.980000 2.528328 3.440000
1689583591945 1689583592017 328980.310000 3463459.110000 2.528328 3.480000
1689583591998 1689583592030 328980.160000 3463459.210000 2.528328 3.540000
1689583592047 1689583592103 328980.050000 3463459.290000 2.528328 3.580000
1689583592097 1689583592120 328979.870000 3463459.430000 2.532909 3.640000
1689583592147 1689583592189 328979.690000 3463459.550000 2.532909 3.640000
1689583592198 1689583592263 328979.530000 3463459.670000 2.532909 3.780000
1689583592249 1689583592271 328979.380000 3463459.780000 2.528546 3.780000
1689583592300 1689583592341 328979.280000 3463459.850000 2.528546 3.800000
1689583592300 1689583592414 328979.280000 3463459.850000 2.528546 3.800000
1689583592351 1689583592427 328979.030000 3463460.030000 2.528546 3.840000
1689583592401 1689583592500 328978.940000 3463460.100000 2.528546 3.880000
1689583592452 1689583592574 328978.780000 3463460.210000 2.534873 3.940000
1689583592502 1689583592574 328978.580000 3463460.360000 2.534873 3.980000
1689583592552 1689583592650 328978.450000 3463460.450000 2.534873 4.040000
1689583592603 1689583592724 328978.250000 3463460.600000 2.534873 4.080000
1689583592654 1689583592724 328978.040000 3463460.730000 2.536836 4.120000
1689583592705 1689583592798 328977.870000 3463460.860000 2.536836 4.160000
1689583592755 1689583592876 328977.700000 3463460.980000 2.536836 4.200000
1689583592806 1689583592876 328977.500000 3463461.130000 2.536836 4.220000
1689583592857 1689583592947 328977.350000 3463461.230000 2.535963 4.240000
1689583592907 1689583593023 328977.210000 3463461.330000 2.535963 4.280000
1689583592957 1689583593023 328977.000000 3463461.480000 2.535963 4.360000
1689583593008 1689583593098 328976.860000 3463461.580000 2.535963 4.380000
1689583593059 1689583593168 328976.670000 3463461.710000 2.539454 4.420000
1689583593110 1689583593178 328976.450000 3463461.870000 2.539454 4.440000
1689583593161 1689583593260 328976.340000 3463461.950000 2.539454 4.480000
1689583593212 1689583593275 328976.070000 3463462.130000 2.539454 4.500000
1689583593263 1689583593346 328975.860000 3463462.280000 2.545345 4.520000
1689583593313 1689583593416 328975.700000 3463462.390000 2.545345 4.540000
1689583593363 1689583593431 328975.510000 3463462.510000 2.545345 4.560000
1689583593415 1689583593502 328975.320000 3463462.640000 2.545345 4.620000
1689583593466 1689583593569 328975.050000 3463462.820000 2.547963 4.640000
1689583593517 1689583593569 328974.970000 3463462.880000 2.547963 4.640000
1689583593568 1689583593639 328974.660000 3463463.080000 2.547963 4.660000
1689583593618 1689583593713 328974.580000 3463463.140000 2.547963 4.680000
1689583593669 1689583593733 328974.340000 3463463.300000 2.551017 4.700000
1689583593719 1689583593809 328974.140000 3463463.430000 2.551017 4.700000
1689583593769 1689583593826 328973.900000 3463463.580000 2.551017 4.720000
1689583593820 1689583593898 328973.790000 3463463.660000 2.551017 4.760000
1689583593871 1689583593974 328973.500000 3463463.860000 2.557562 4.820000
1689583593924 1689583593983 328973.260000 3463464.010000 2.557562 4.820000
1689583593972 1689583594064 328973.090000 3463464.120000 2.557562 4.840000
1689583594023 1689583594079 328972.840000 3463464.280000 2.557562 4.840000
1689583594074 1689583594145 328972.840000 3463464.280000 2.557562 4.860000
1689583594124 1689583594213 328972.560000 3463464.470000 2.564543 4.860000
1689583594174 1689583594231 328972.310000 3463464.630000 2.564543 4.880000
1689583594225 1689583594303 328972.100000 3463464.750000 2.564543 4.880000
1689583594276 1689583594384 328971.810000 3463464.950000 2.573052 4.880000
1689583594326 1689583594384 328971.680000 3463465.020000 2.573052 4.900000
1689583594377 1689583594457 328971.380000 3463465.200000 2.573052 4.920000
1689583594428 1689583594476 328971.220000 3463465.310000 2.573052 4.920000
1689583594479 1689583594549 328970.920000 3463465.490000 2.581342 4.920000
1689583594530 1689583594619 328970.790000 3463465.570000 2.581342 4.920000
1689583594580 1689583594636 328970.500000 3463465.750000 2.581342 4.940000
1689583594631 1689583594706 328970.410000 3463465.800000 2.581342 4.940000
1689583594681 1689583594781 328970.150000 3463465.960000 2.590505 4.960000
1689583594732 1689583594781 328969.890000 3463466.110000 2.590505 4.960000
1689583594782 1689583594859 328969.680000 3463466.240000 2.590505 4.960000
1689583594833 1689583594876 328969.460000 3463466.360000 2.590505 4.980000
1689583594884 1689583594946 328969.200000 3463466.520000 2.599450 4.980000
1689583594934 1689583595017 328968.990000 3463466.650000 2.599450 4.980000
1689583594985 1689583595029 328968.890000 3463466.690000 2.599450 4.980000
1689583595036 1689583595103 328968.510000 3463466.920000 2.610358 4.980000
1689583595087 1689583595173 328968.330000 3463467.020000 2.610358 5.000000
1689583595137 1689583595195 328968.060000 3463467.170000 2.610358 5.000000
1689583595188 1689583595273 328967.850000 3463467.290000 2.610358 5.000000
1689583595239 1689583595290 328967.700000 3463467.350000 2.610358 5.020000
1689583595289 1689583595358 328967.520000 3463467.460000 2.622575 5.020000
1689583595340 1689583595436 328967.260000 3463467.610000 2.622575 5.060000
1689583595391 1689583595436 328967.000000 3463467.740000 2.622575 5.020000
1689583595442 1689583595510 328966.770000 3463467.860000 2.636974 5.020000
1689583595492 1689583595529 328966.540000 3463467.980000 2.636974 5.020000
1689583595543 1689583595591 328966.270000 3463468.120000 2.636974 5.040000
1689583595595 1689583595663 328966.040000 3463468.240000 2.636974 5.060000
1689583595645 1689583595676 328965.960000 3463468.280000 2.636974 5.060000
1689583595696 1689583595748 328965.590000 3463468.460000 2.651373 5.060000
1689583595746 1689583595823 328965.320000 3463468.600000 2.651373 5.060000
1689583595798 1689583595837 328965.180000 3463468.670000 2.651373 5.060000
1689583595847 1689583595907 328964.960000 3463468.780000 2.665118 5.060000
1689583595898 1689583595984 328964.770000 3463468.880000 2.665118 5.060000
1689583595949 1689583595984 328964.450000 3463469.030000 2.665118 5.060000
1689583596000 1689583596057 328964.210000 3463469.140000 2.665118 5.080000
1689583596051 1689583596136 328964.030000 3463469.220000 2.679953 5.080000
1689583596102 1689583596136 328963.700000 3463469.380000 2.679953 5.080000
1689583596152 1689583596206 328963.460000 3463469.490000 2.679953 5.080000
1689583596203 1689583596278 328963.240000 3463469.600000 2.679953 5.100000
1689583596253 1689583596288 328962.950000 3463469.730000 2.692389 5.100000
1689583596304 1689583596360 328962.760000 3463469.820000 2.692389 5.080000
1689583596355 1689583596434 328962.530000 3463469.920000 2.692389 5.080000
1689583596405 1689583596434 328962.340000 3463470.000000 2.692389 5.080000
1689583596456 1689583596510 328962.110000 3463470.110000 2.706351 5.080000
