pub_time(ms) sub_time(ms) delay(ms) utmX(m) utmY(m) heading(rad) velocity(m/s) cellid(db) sinr(db) rsrp(db)
1721292210817 1721292210842 25 328977.390000 3463163.700000 -2.415099 4.540000 5C407000B 9 -95 
1721292210872 1721292210887 15 328977.220000 3463163.560000 -2.415099 4.520000 5C407000B 9 -95 
1721292210927 1721292210947 20 328977.110000 3463163.470000 -2.415099 4.480000 5C407000B 9 -95 
1721292210981 1721292210997 16 328976.900000 3463163.290000 -2.407900 4.480000 5C407000B 9 -95 
1721292211036 1721292211052 16 328976.660000 3463163.100000 -2.407900 4.460000 5C407000B 9 -95 
1721292211091 1721292211107 16 328976.490000 3463162.940000 -2.407900 4.440000 5C407000B 9 -95 
1721292211146 1721292211162 16 328976.320000 3463162.800000 -2.407900 4.420000 5C407000B 9 -95 
1721292211201 1721292211217 16 328976.140000 3463162.630000 -2.412918 4.400000 5C407000B 9 -95 
1721292211256 1721292211277 21 328975.960000 3463162.490000 -2.412918 4.360000 5C407000B 9 -95 
1721292211311 1721292211325 14 328975.800000 3463162.340000 -2.412918 4.360000 5C407000B 9 -95 
1721292211366 1721292211387 21 328975.630000 3463162.200000 -2.412918 4.340000 5C407000B 9 -95 
1721292211421 1721292211434 13 328975.400000 3463162.010000 -2.418154 4.320000 5C407000B 9 -95 
1721292211476 1721292211492 16 328975.210000 3463161.830000 -2.418154 4.320000 5C407000B 9 -95 
1721292211531 1721292211552 21 328975.010000 3463161.670000 -2.418154 4.320000 5C407000B 9 -95 
1721292211586 1721292211599 13 328974.840000 3463161.530000 -2.426008 4.320000 5C407000B 9 -95 
1721292211645 1721292211660 15 328974.680000 3463161.390000 -2.426008 4.320000 5C407000B 9 -95 
1721292211704 1721292211727 23 328974.480000 3463161.220000 -2.426008 4.320000 5C407000B 9 -95 
1721292211759 1721292211775 16 328974.350000 3463161.100000 -2.426008 4.320000 5C407000B 9 -95 
1721292211813 1721292211827 14 328974.020000 3463160.830000 -2.423390 4.320000 5C407000B 9 -95 
1721292211868 1721292211882 14 328973.920000 3463160.740000 -2.423390 4.320000 5C407000B 9 -95 
1721292211923 1721292211937 14 328973.620000 3463160.480000 -2.423390 4.320000 5C407000B 9 -95 
1721292211978 1721292211992 14 328973.480000 3463160.380000 -2.431898 4.320000 5C407000B 9 -95 
1721292212033 1721292212047 14 328973.310000 3463160.230000 -2.431898 4.320000 5C407000B 9 -95 
1721292212088 1721292212102 14 328973.100000 3463160.060000 -2.431898 4.320000 5C407000B 9 -95 
1721292212143 1721292212157 14 328973.010000 3463159.980000 -2.431898 4.320000 5C407000B 9 -95 
1721292212198 1721292212212 14 328972.830000 3463159.830000 -2.424262 4.320000 5C407000B 9 -95 
1721292212253 1721292212272 19 328972.620000 3463159.670000 -2.424262 4.320000 5C407000B 9 -95 
1721292212307 1721292212322 15 328972.550000 3463159.600000 -2.424262 4.320000 5C407000B 9 -95 
1721292212362 1721292212376 14 328972.270000 3463159.370000 -2.424262 4.320000 5C407000B 9 -95 
1721292212417 1721292212433 16 328972.100000 3463159.230000 -2.427098 4.320000 5C407000B 9 -95 
