pub_time(ms) sub_time(ms) delay(ms) utmX(m) utmY(m) heading(rad) velocity(m/s) cellid(db) sinr(db) rsrp(db)
1722323998318 1722323998352 34 329244.400000 3463454.220000 0.297142 0.040000 5C4225714 11 -64 
1722323998373 1722323998397 24 329244.430000 3463454.230000 0.297142 0.240000 5C4225714 11 -64 
1722323998428 1722323998455 27 329244.460000 3463454.230000 0.297142 0.340000 5C4225714 11 -64 
1722323998483 1722323998502 19 329244.480000 3463454.240000 0.294524 0.500000 5C4225714 11 -64 
1722323998538 1722323998566 28 329244.520000 3463454.260000 0.294524 0.640000 5C4225714 11 -64 
1722323998597 1722323998620 23 329244.570000 3463454.270000 0.294524 0.800000 5C4225714 11 -64 
1722323998652 1722323998682 30 329244.600000 3463454.290000 0.294524 0.920000 5C4225714 11 -64 
1722323998707 1722323998723 16 329244.630000 3463454.300000 0.294524 1.100000 5C4225714 11 -64 
1722323998762 1722323998781 19 329244.720000 3463454.320000 0.296270 1.240000 5C4225714 11 -64 
1722323998817 1722323998832 15 329244.790000 3463454.340000 0.296270 1.400000 5C4225714 11 -64 
1722323998871 1722323998889 18 329244.930000 3463454.380000 0.296270 1.740000 5C4225714 11 -64 
1722323998926 1722323998941 15 329245.090000 3463454.430000 0.296706 1.880000 5C4225714 11 -64 
1722323998981 1722323998997 16 329245.180000 3463454.460000 0.296706 2.100000 5C4225714 11 -64 
1722323999035 1722323999053 18 329245.250000 3463454.490000 0.296706 2.220000 5C4225714 11 -64 
1722323999090 1722323999106 16 329245.370000 3463454.520000 0.296706 2.460000 5C4225714 11 -64 
1722323999145 1722323999160 15 329245.490000 3463454.560000 0.298451 2.580000 5C4225714 11 -64 
1722323999200 1722323999219 19 329245.650000 3463454.610000 0.298451 2.780000 5C4225714 11 -64 
1722323999255 1722323999273 18 329245.760000 3463454.640000 0.298451 3.040000 5C4225714 11 -64 
1722323999309 1722323999325 16 329245.970000 3463454.720000 0.300851 3.180000 5C4225714 11 -64 
1722323999364 1722323999385 21 329246.100000 3463454.760000 0.300851 3.400000 5C4225714 11 -64 
1722323999419 1722323999439 20 329246.300000 3463454.820000 0.300851 3.600000 5C4225714 11 -64 
1722323999474 1722323999494 20 329246.490000 3463454.890000 0.300851 3.760000 5C4225714 11 -64 
1722323999529 1722323999548 19 329246.630000 3463454.930000 0.306305 3.960000 5C4225714 11 -64 
1722323999584 1722323999602 18 329247.020000 3463455.070000 0.306305 4.320000 5C4225714 11 -64 
1722323999642 1722323999661 19 329247.230000 3463455.130000 0.306305 4.460000 5C4225714 11 -64 
1722323999701 1722323999724 23 329247.490000 3463455.230000 0.312414 4.680000 5C4225714 11 -64 
1722323999755 1722323999773 18 329247.720000 3463455.300000 0.312414 4.840000 5C4225714 11 -64 
1722323999810 1722323999827 17 329248.010000 3463455.390000 0.312414 5.060000 5C4225714 11 -64 
1722323999865 1722323999881 16 329248.200000 3463455.470000 0.312414 5.220000 5C4225714 11 -64 
1722323999920 1722323999939 19 329248.500000 3463455.570000 0.322231 5.480000 5C4225714 11 -64 
1722323999975 1722323999994 19 329248.550000 3463455.580000 0.322231 5.580000 5C4225714 11 -64 
1722324000030 1722324000049 19 329248.930000 3463455.720000 0.322231 5.820000 5C4225714 11 -64 
1722324000085 1722324000105 20 329249.250000 3463455.840000 0.322231 6.000000 5C4225714 11 -64 
1722324000140 1722324000159 19 329249.840000 3463456.050000 0.332703 6.340000 5C4225714 11 -64 
1722324000195 1722324000213 18 329250.140000 3463456.160000 0.332703 6.560000 5C4225714 11 -64 
1722324000250 1722324000267 17 329250.520000 3463456.300000 0.332703 6.720000 5C4225714 11 -64 
1722324000305 1722324000329 24 329250.900000 3463456.430000 0.339467 6.940000 5C4225714 11 -64 
1722324000360 1722324000379 19 329251.240000 3463456.550000 0.339467 7.200000 5C4225714 11 -64 
1722324000414 1722324000433 19 329251.500000 3463456.660000 0.339467 7.300000 5C4225714 11 -64 
1722324000470 1722324000487 17 329251.710000 3463456.730000 0.339467 7.580000 5C4225714 11 -64 
1722324000525 1722324000541 16 329252.210000 3463456.910000 0.346012 7.740000 5C4225714 11 -64 
1722324000580 1722324000600 20 329252.580000 3463457.050000 0.346012 7.920000 5C4225714 11 -64 
1722324000635 1722324000655 20 329252.870000 3463457.160000 0.346012 8.080000 5C4225714 11 -64 
1722324000690 1722324000710 20 329253.330000 3463457.330000 0.346012 8.320000 5C4225714 11 -64 
1722324000747 1722324000764 17 329254.050000 3463457.580000 0.354738 8.720000 5C4225714 11 -64 
1722324000802 1722324000823 21 329254.290000 3463457.680000 0.354738 8.840000 5C4225714 11 -64 
1722324000857 1722324000877 20 329254.870000 3463457.890000 0.354738 9.040000 5C4225714 11 -64 
1722324000912 1722324000931 19 329255.370000 3463458.070000 0.355611 9.180000 5C4225714 11 -64 
1722324000967 1722324000986 19 329255.810000 3463458.230000 0.355611 9.440000 5C4225714 11 -64 
1722324001022 1722324001047 25 329256.250000 3463458.390000 0.355611 9.660000 5C4225714 11 -64 
1722324001077 1722324001096 19 329256.800000 3463458.590000 0.355611 9.780000 5C4225714 11 -64 
1722324001132 1722324001150 18 329257.260000 3463458.750000 0.355393 10.020000 5C4225714 11 -64 
